,타이틀,링크,회사명,태그,설명,태그1,태그2,태그3,태그4,태그5,태그6,태그7
690,2023 하반기 경력직 채용 (인사),/Recruit/GI_Read/42976681?rPageCode=SL&logpath=21,쎄트렉아이,"['경력', '대졸↑', '대전유성구', '정규직']","내부회계, IPS, 생산관리, FPGA, 로직개발, ILS, 장비개발, 결산, 보안관제, 전략기획, 자재구매, 정보보안, 인사행정, 외자구매, 인사기획, 인사교육",경력,대졸↑,대전유성구,정규직,,,
691,동양이엔피(주) 연구개발(R&D) 경력&신입사원 채용 (HW),/Recruit/GI_Read/42975969?rPageCode=SL&logpath=21,동양이엔피㈜,"['신입·경력3년↑', '대졸↑', '경기수원시', '정규직', '사원급외']","전자회로, 회로설계, 전자, 회로설계, 전기회로, R&D, SMPS, SMPS, 전기, MCU",신입·경력3년↑,대졸↑,경기수원시,정규직,사원급외,,
692,(주)DE&T  PC제어 경력직 엔지니어 모집 (S/W 개발),/Recruit/GI_Read/42975586?rPageCode=SL&logpath=21,㈜디이엔티(DE&T),"['경력2년↑', '고졸↑', '경기오산시', '정규직']","LCD, 반도체, 제어·설계, 디스플레이",경력2년↑,고졸↑,경기오산시,정규직,,,
693,[LG그룹] SAP 물류 컨설턴트 및 개발자,/Recruit/GI_Read/42975519?rPageCode=SL&logpath=21,㈜비즈테크아이,"['경력3년↑', '대졸↑', '서울마포구외', '정규직']","솔루션, PM, ERP, 소프트웨어개발",경력3년↑,대졸↑,서울마포구외,정규직,,,
694,"SK하이닉스 內 장비운영(출입통제,CCTV,차량관리 시스템) 경력직 채용",/Recruit/GI_Read/42975276?rPageCode=SL&logpath=21,SK쉴더스㈜,"['경력2년↑', '초대졸↑', '충북청주시외', '정규직', '팀원']","전자통신, A·S수리, 기술지원, 출입통제 및 차량관리 시스템 운영, CCTV, 설치, 시스템설계, SK하이닉스 물리보안 시스템 운영, 정보통신, 물리보안 장비/솔루션 운영관리, 보안, 물리보안시스템 구축/설계, 유지보수",경력2년↑,초대졸↑,충북청주시외,정규직,팀원,,
695,(주)프레시지  클라우드 엔지니어 경력직 채용,/Recruit/GI_Read/42974774?rPageCode=SL&logpath=21,㈜프레시지,"['경력5년↑', '초대졸↑', '서울강남구외', '정규직', '팀원']","네트워크관리, 서버구축, 시스템운영, 클라우드개발자, 서버관리, 네트워크관리",경력5년↑,초대졸↑,서울강남구외,정규직,팀원,,
696,카메라 모듈 영상 테스트 담당자 모집,/Recruit/GI_Read/42974113?rPageCode=SL&logpath=21,㈜나무가,"['경력무관', '대졸↑', '경기', '정규직']","전자회로, 임베디드, Hardware, 이미지프로세싱, 기구설계, PCB, 영상처리, 공정개발",경력무관,대졸↑,경기,정규직,,,
697,카메라 모듈 영상처리 개발 담당자 모집,/Recruit/GI_Read/42974099?rPageCode=SL&logpath=21,㈜나무가,"['경력무관', '대졸↑', '경기', '정규직']","전자회로, 임베디드, Hardware, 이미지프로세싱, 기구설계, PCB, 영상처리, 공정개발",경력무관,대졸↑,경기,정규직,,,
698,카메라 모듈 BSP개발 담당자 모집,/Recruit/GI_Read/42974076?rPageCode=SL&logpath=21,㈜나무가,"['경력무관', '초대졸↑', '경기', '정규직']","전자회로, 펌웨어, BSP 개발, Hardware, 이미지프로세싱, 기구설계, PCB",경력무관,초대졸↑,경기,정규직,,,
699,BSP Driver Engineer,/Recruit/GI_Read/42973320?rPageCode=SL&logpath=21,텔레칩스,"['경력', '대졸↑', '경기성남시', '정규직']",시스템설계,경력,대졸↑,경기성남시,정규직,,,
700,[컴투스] 서머너즈워 차기 RPG 클라이언트 (신입/경력),/Recruit/GI_Read/42973183?rPageCode=SL&logpath=21,㈜컴투스,"['신입·경력', '학력무관', '서울금천구', '정규직']",클라이언트,신입·경력,학력무관,서울금천구,정규직,,,
701,[본사] DBA 개발자 채용,/Recruit/GI_Read/42973170?rPageCode=SL&logpath=21,굿리치㈜,"['경력3년↑', '학력무관', '서울중구외', '정규직', '사원급외']","데이터관리, 손해보험, 데이터레이크, MySQL, SQL, DBMS, 서버구축, 시스템운영, 오픈소스, 모델링, 시스템분석, 시스템설계, Database, 생명보험, 데이터마이닝, 화재보험, 서버관리, DB튜닝",경력3년↑,학력무관,서울중구외,정규직,사원급외,,
702,고객상담 시스템 운영/개발 매니저,/Recruit/GI_Read/42972970?rPageCode=SL&logpath=21,㈜쏘카,"['경력2년↑', '학력무관', '서울성동구', '정규직']","ai챗봇개발, 렌터카, 서버구축, 시스템운영, 시스템분석, 시스템설계, 인프라지원, 네트워크관리",경력2년↑,학력무관,서울성동구,정규직,,,
703,[컴투스] [서머너즈워] 멀티 플랫폼 개발 / 라이브 유지 보수 (경력),/Recruit/GI_Read/42972891?rPageCode=SL&logpath=21,㈜컴투스,"['경력3년↑', '학력무관', '서울금천구', '정규직']","Unity, 클라이언트, 모델링, MMORPG, OpenGL, 클라이언트, API",경력3년↑,학력무관,서울금천구,정규직,,,
704,[지멘스 헬시니어스] Service Engineer Intern,/Recruit/GI_Read/42972729?rPageCode=SL&logpath=21,지멘스헬시니어스㈜,"['신입', '대졸↑', '대구북구', '인턴']","고객관리, 생명공학, 바이오, 시스템분석, 의료장비 설치, 의료기기",신입,대졸↑,대구북구,인턴,,,
705,[캐치테이블] Technical QA 직무 채용,/Recruit/GI_Read/42972299?rPageCode=SL&logpath=21,와드,"['경력1년↑', '학력무관', '경기성남시외', '정규직']","테스터, 웹마스터, 검증",경력1년↑,학력무관,경기성남시외,정규직,,,
706,[티맵모빌리티] 개발자 모집 (Client/Backend/Frontend/Data/Search/Map Infra),/Recruit/GI_Read/42971693?rPageCode=SL&logpath=21,티맵모빌리티㈜,"['경력3년↑', '초대졸↑', '서울중구외', '정규직']",모바일App,경력3년↑,초대졸↑,서울중구외,정규직,,,
707,[스마일게이트홀딩스] [개발] 인사/총무시스템 개발 및 운영 담당,/Recruit/GI_Read/42971542?rPageCode=SL&logpath=21,㈜스마일게이트홀딩스,"['경력7년↑', '학력무관', '경기성남시', '정규직']",시스템 개발,경력7년↑,학력무관,경기성남시,정규직,,,
708,[스마일게이트 엔터테인먼트] [AI센터] 비전 관련 생성모델 연구개발 담당,/Recruit/GI_Read/42971422?rPageCode=SL&logpath=21,㈜스마일게이트홀딩스,"['경력2년↑', '학력무관', '경기성남시', '정규직']","가상현실, AI",경력2년↑,학력무관,경기성남시,정규직,,,
709,[스마일게이트 엔터테인먼트] [AI센터] 언어 AI 기술 연구 개발 담당,/Recruit/GI_Read/42971407?rPageCode=SL&logpath=21,㈜스마일게이트홀딩스,"['경력3년↑', '학력무관', '경기성남시', '정규직']","음성인식, AI",경력3년↑,학력무관,경기성남시,정규직,,,
710,[정규직/영등포/외국계본사] 각 부문 경력사원 채용,/Recruit/GI_Read/42926850?rPageCode=SL&logpath=2,㈜에이젝코리아,"['경력무관', '대졸↑', '서울영등포구', '정규직', '사원급외']","솔루션영업, 전장, 자동제어, 기술영업, PLC, 정보보안, PLC",경력무관,대졸↑,서울영등포구,정규직,사원급외,,
711,[팀프레시] 인프라팀 인프라 관리자,/Recruit/GI_Read/42927095?rPageCode=SL&logpath=2,㈜팀프레시,"['경력3년↑', '학력무관', '서울강남구외', '정규직', '팀원']","모바일앱개발, BigData, 서버구축, 시스템운영, 시스템운영, 인프라구축, 방화벽, 시스템분석, 네트워크관리, 보안관제, 시스템설계, 네트워크관리, 정보보안, 서버구축, DataMining, 암호화폐, 네트워크관리, 소프트웨어개발, 인프라",경력3년↑,학력무관,서울강남구외,정규직,팀원,,
712,[㈜샤인엔지니어링] CCTV 및 네트워크시스템 구축엔지니어,/Recruit/GI_Read/42925921?rPageCode=SL&logpath=2,(재)여성기업종합지원센터,"['경력2년↑', '학력무관', '대전동구', '정규직']","이동통신, 전자통신, 재단법인, 서버구축, CCTV, 시스템운영, 네트워크관리, 회로설계, 정보통신, 서버관리, 네트워크관리",경력2년↑,학력무관,대전동구,정규직,,,
713,[강남구/논현동] KIDC 시스템관제 모니터링,/Recruit/GI_Read/42922638?rPageCode=SL&logpath=2,㈜에이치앤엠,"['경력1년↑', '고졸↑', '서울강남구외', '정규직외', '', '사원급외']","시스템운영, 서버관리, 네트워크관리, 유지보수",경력1년↑,고졸↑,서울강남구외,정규직외,,사원급외,
714,[팀프레시] 업무자동화팀 RPA 개발자.,/Recruit/GI_Read/42924932?rPageCode=SL&logpath=2,㈜팀프레시,"['경력1년↑', '대졸↑', '서울강남구외', '정규직', '팀원']","모바일앱개발, brity works, 시스템관리, UiPath, Python, QueryDSL, 소프트웨어개발, AWS, JPA, spring boot, GIT, rds, 백엔드/서버개발, 솔루션업체, 웹개발, DataMining, 소프트웨어개발, SPRING",경력1년↑,대졸↑,서울강남구외,정규직,팀원,,
715,[팀프레시] 업무자동화팀 RPA 비즈니스 전문가/분석가.,/Recruit/GI_Read/42924920?rPageCode=SL&logpath=2,㈜팀프레시,"['경력무관', '대졸↑', '서울강남구외', '정규직', '팀원']","모바일앱개발, 데이터관리, RPA솔루션, BPM, 프로세스분석, 자동화, 데이터분석, 모델링, 시스템분석, RPA프로세스, ERP, RPA, 데이터마이닝, DataMining, 소프트웨어개발",경력무관,대졸↑,서울강남구외,정규직,팀원,,
716,[팀프레시] 시스템개발3팀 백엔드(Back-End)/풀스택 개발자.,/Recruit/GI_Read/42924916?rPageCode=SL&logpath=2,㈜팀프레시,"['경력1년↑', '학력무관', '서울강남구외', '정규직', '팀원']","모바일앱개발, DataMining, 소프트웨어개발",경력1년↑,학력무관,서울강남구외,정규직,팀원,,
717,[팀프레시] 시스템개발1팀 백엔드(Back-End)/풀스택 개발자.,/Recruit/GI_Read/42924911?rPageCode=SL&logpath=2,㈜팀프레시,"['경력1년↑', '학력무관', '서울강남구외', '정규직', '팀원']","모바일앱개발, 시스템관리, QueryDSL, 소프트웨어개발, AWS, JPA, spring boot, GIT, rds, 백엔드/서버개발, 솔루션업체, 웹개발, DataMining, 소프트웨어개발, SPRING",경력1년↑,학력무관,서울강남구외,정규직,팀원,,
718,[팀프레시] 시스템개발2팀 풀스택 개발자.,/Recruit/GI_Read/42924903?rPageCode=SL&logpath=2,㈜팀프레시,"['경력2년↑', '학력무관', '서울강남구외', '정규직', '팀원']","모바일앱개발, 시스템관리, QueryDSL, 소프트웨어개발, AWS, JPA, spring boot, GIT, rds, 백엔드/서버개발, 솔루션업체, 웹개발, DataMining, 소프트웨어개발, SPRING",경력2년↑,학력무관,서울강남구외,정규직,팀원,,
719,[팀프레시] 인프라팀 보안 담당자,/Recruit/GI_Read/42924894?rPageCode=SL&logpath=2,㈜팀프레시,"['경력3년↑', '초대졸↑', '서울강남구외', '정규직', '팀원']","모바일앱개발, BigData, CISA, firewall, CISSP, DLP, 방화벽, 정보보안, WAF, 보안관제, NAC, pms, 네트워크관리, 정보보안, DataMining, 핀테크, VPN, CPPG, 소프트웨어개발",경력3년↑,초대졸↑,서울강남구외,정규직,팀원,,
720,[스마일게이트 엔터테인먼트] [AI센터] 음성 합성 및 변환 기술 연구 개발 담당,/Recruit/GI_Read/42971299?rPageCode=SL&logpath=21,㈜스마일게이트홀딩스,"['경력2년↑', '학력무관', '경기성남시', '정규직']","음성인식, AI",경력2년↑,학력무관,경기성남시,정규직,,,
721,[스마일게이트 엔터테인먼트] [AI센터] 3D 캐릭터 모델링 담당,/Recruit/GI_Read/42971289?rPageCode=SL&logpath=21,㈜스마일게이트홀딩스,"['경력무관', '학력무관', '경기성남시', '정규직']","CG, AI, 모델링",경력무관,학력무관,경기성남시,정규직,,,
722,IT 보안 운영/관리 경력직 채용,/Recruit/GI_Read/42959328?rPageCode=SL&logpath=21,에스케이쉴더스㈜,"['경력3년↑', '초대졸↑', '경기성남시', '계약직']","네트워크보안, 보안정책, 보안시스템, 정보보안, SSL, 보안컨설팅, 정보보안",경력3년↑,초대졸↑,경기성남시,계약직,,,
723,[펜타시큐리티] 사내외 시스템 기획/운영 담당자 모집(경력),/Recruit/GI_Read/42971201?rPageCode=SL&logpath=21,펜타시큐리티시스템㈜,"['경력3년↑', '학력무관', '서울영등포구', '정규직외']","시스템운영, 시스템운영, 시스템분석, 앱기획, UI·UX기획, 보안소프트웨어",경력3년↑,학력무관,서울영등포구,정규직외,,,
724,[스마일게이트 오렌지플랫닛] [창업지원] 창업지원 프로그램 및 SNS 콘텐츠 제작 지원/운영 담당(계약직),/Recruit/GI_Read/42971188?rPageCode=SL&logpath=21,㈜스마일게이트홀딩스,"['경력무관', '학력무관', '경기성남시', '계약직']","사업개발, 창업컨설팅, SNS마케팅",경력무관,학력무관,경기성남시,계약직,,,
725,[스마일게이트홀딩스] [재무] 게임 데이터분석 담당,/Recruit/GI_Read/42971154?rPageCode=SL&logpath=21,㈜스마일게이트홀딩스,"['경력무관', '학력무관', '경기성남시', '정규직']","데이터분석, 데이터분석",경력무관,학력무관,경기성남시,정규직,,,
726,[스마일게이트 오렌지플랫닛] [창업지원] 창업지원 신규 사업/프로그램 기획 및 운영 (팀장/팀원급),/Recruit/GI_Read/42971139?rPageCode=SL&logpath=21,㈜스마일게이트홀딩스,"['경력8년↑', '학력무관', '서울강남구', '정규직']","사업개발, 창업컨설팅",경력8년↑,학력무관,서울강남구,정규직,,,
727,[스마일게이트 엔터테인먼트] [AI센터] AI서비스 인프라 구축 및 시스템 운영 담당,/Recruit/GI_Read/42971123?rPageCode=SL&logpath=21,㈜스마일게이트홀딩스,"['경력3년↑', '학력무관', '경기성남시', '정규직']","인공지능, AI",경력3년↑,학력무관,경기성남시,정규직,,,
728,2023 하반기 경력직 채용,/Recruit/GI_Read/42971089?rPageCode=SL&logpath=21,쎄트렉아이,"['경력', '고졸↑', '대전유성구', '정규직']","내부회계, IPS, 생산관리, FPGA, 로직개발, ILS, 장비개발, 결산, 보안관제, 전략기획, 자재구매, 정보보안, 인사행정, 외자구매, 인사기획, 인사교육",경력,고졸↑,대전유성구,정규직,,,
729,2023년 제4차 직원 채용,/Recruit/GI_Read/42971042?rPageCode=SL&logpath=21,한국도박문제예방치유원,"['신입·경력', '학력무관', '서울중구', '정규직외']","민원상담, 시스템운영, 심리상담",신입·경력,학력무관,서울중구,정규직외,,,
730,[스마일게이트 엔터테인먼트] [AI센터] AI 서비스 개발 - 백엔드,/Recruit/GI_Read/42971041?rPageCode=SL&logpath=21,㈜스마일게이트홀딩스,"['경력3년↑', '학력무관', '경기성남시', '정규직']","빅데이터, 인공지능",경력3년↑,학력무관,경기성남시,정규직,,,
731,[스마일게이트 엔터테인먼트] [AI센터] ML서빙 / 백엔드 엔지니어,/Recruit/GI_Read/42971031?rPageCode=SL&logpath=21,㈜스마일게이트홀딩스,"['경력2년↑', '학력무관', '경기성남시', '정규직']","빅데이터, 딥러닝, 인공지능",경력2년↑,학력무관,경기성남시,정규직,,,
732,취약점 진단 경력직 채용,/Recruit/GI_Read/42970350?rPageCode=SL&logpath=21,에스케이쉴더스㈜,"['경력3년↑', '대졸↑', '경기이천시', '정규직']","네트워크보안, 보안관리, IDS, 모의해킹, 정보보안, 방화벽, 보안컨설팅, 정보보안, 취약점 진단",경력3년↑,대졸↑,경기이천시,정규직,,,
733,(주)삼진엘앤디 각 부문별 신입/경력사원 채용,/Recruit/GI_Read/42976872?rPageCode=SL&logpath=21,㈜삼진엘앤디,"['신입·경력', '대졸↑', '경기화성시', '정규직', '사원급']","품질보증, 회로설계, 국내영업",신입·경력,대졸↑,경기화성시,정규직,사원급,,
734,[KG모빌리언스] IT부문 서버 관리자 채용,/Recruit/GI_Read/42974121?rPageCode=SL&logpath=21,㈜케이지모빌리언스,"['경력3년↑', '학력무관', '서울중구', '계약직']","네트웍구축, 서버관리",경력3년↑,학력무관,서울중구,계약직,,,
735,(주)삼일아엔씨 Network 엔지니어 모집,/Recruit/GI_Read/42972913?rPageCode=SL&logpath=21,㈜삼일아엔씨,"['경력무관', '학력무관', '서울서초구외', '정규직', '사원급외']","이동통신, 기술지원, 네트웍구축, 무선통신, 설치, 네트워크관리, IDC, 광통신, 정보통신, 통신, 유지보수",경력무관,학력무관,서울서초구외,정규직,사원급외,,
736,전장 SW 개발자 채용 (임베디드 및 펌웨어),/Recruit/GI_Read/42970880?rPageCode=SL&logpath=21,코아시아,"['경력4년↑', '대졸↑', '인천남동구', '정규직', '주임~대리급외']","펌웨어, 임베디드, 반도체, 디스플레이, 시스템설계, LED",경력4년↑,대졸↑,인천남동구,정규직,주임~대리급외,,
737,[셀바스AI] 소프트웨어 테스터 SQA 인재 채용 - 경력 무관,/Recruit/GI_Read/42975376?rPageCode=SL&logpath=21,㈜셀바스에이아이,"['경력무관', '초대졸↑', '서울금천구', '계약직']","모바일앱개발, BigData, 솔루션, 테스터, 웹마스터, 임베디드, 검증, 소프트웨어개발",경력무관,초대졸↑,서울금천구,계약직,,,
738,[무브인터렉티브] 국내 게임운영 GM 신입/경력 채용,/Recruit/GI_Read/42974040?rPageCode=SL&logpath=21,㈜무브인터렉티브,"['경력무관', '초대졸↑', '서울마포구', '정규직', '3,000만원이상', '사원급']","사이트관리, 모바일앱게임, RPG, 게임운영관리, MMORPG, 퍼블리싱, GM·CS",경력무관,초대졸↑,서울마포구,정규직,"3,000만원이상",사원급,
739,[본사] 시스템개발자 채용 (솔루션시스템),/Recruit/GI_Read/42973111?rPageCode=SL&logpath=21,굿리치㈜,"['경력3년↑', '학력무관', '서울중구외', '정규직', '주임~대리급외']","GUI, 백오피스개발, 손해보험, 백엔드, SI개발, 프론트엔드, 서버관리, 오픈소스, 인터페이스, 생명보험, 화재보험, 반응형웹, 클라이언트, 핀테크, HTTP",경력3년↑,학력무관,서울중구외,정규직,주임~대리급외,,
740,[뱅크웨어글로벌] 웹 풀스택(프론트 엔드&백엔드) 경력 개발자 모집,/Recruit/GI_Read/42972183?rPageCode=SL&logpath=21,뱅크웨어글로벌㈜,"['경력', '학력무관', '서울중구', '정규직', '3,800만원이상']","GUI, SI개발, 서버관리, 인터페이스, 반응형웹, 클라이언트, 핀테크, HTTP",경력,학력무관,서울중구,정규직,"3,800만원이상",,
741,2023년 하반기 신입 · 경력 수시채용,/Recruit/GI_Read/42972392?rPageCode=SL&logpath=21,㈜서한,"['신입·경력', '학력무관', '대구', '정규직외']","건축설계, 소방감리, 시공관리, 전기설비, 시공관리, 유지보수, 건설, 유지보수, 건축시공, 시공관리, 소방·방재, 건축설계, 산업안전, 시스템분석, 토목, 기계조작, 건설안전, 정보보안, 토목설계, 건축감리, 토목감리, SI개발, 건설안전, 산업안전, 전기설비, 토목, 대기환경, 토목감리, 소방·방재, 공무, 안전평가, 시스템설계, 도배·벽지, 장판·타일, 시공감리, 기계조작, 건축감리, 건축시공, 시공관리",신입·경력,학력무관,대구,정규직외,,,
742,[핑거] 2023년 정규직 전환형 인턴사원 채용,/Recruit/GI_Read/42975156?rPageCode=SL&logpath=21,㈜핑거,"['신입', '초대졸↑', '서울영등포구', '인턴', '사원급']","솔루션, 영업기획, 딥러닝, 영업전략, 인공지능, 매출관리, ERP, 소프트웨어개발, 모델링",신입,초대졸↑,서울영등포구,인턴,사원급,,
743,[네이버계열사][NIT Service] NAVER 서비스 보안진단,/Recruit/GI_Read/42969473?rPageCode=SL&logpath=21,엔아이티서비스㈜,"['신입', '학력무관', '경기성남시', '정규직']","네트워크보안, 시스템운영, 해킹, 정보보안, 정보보안",신입,학력무관,경기성남시,정규직,,,
744,[대전] 인프라사업본부 침해대응/악성코드 분석인력 경력직 채용,/Recruit/GI_Read/42968708?rPageCode=SL&logpath=21,㈜이글루코퍼레이션,"['경력3년↑', '초대졸↑', '대전유성구', '정규직']","침해사고 대응, 보안관제, 정보보안, 악성코드 분석, 정보보안",경력3년↑,초대졸↑,대전유성구,정규직,,,
745,[경력] CIS 설계 경력사원 모집,/Recruit/GI_Read/42968736?rPageCode=SL&logpath=21,SK하이닉스㈜,"['경력', '대졸↑', '경기이천시', '정규직']","제어·설계, 회로설계",경력,대졸↑,경기이천시,정규직,,,
746,현대엔지니어링 스마트기술본부 설계IT 경력직(계약직) 인재영입,/Recruit/GI_Read/42968712?rPageCode=SL&logpath=21,현대엔지니어링㈜,"['경력', '학력무관', '서울종로구', '계약직']","SI개발, 건설, 해외건설, 시스템분석, SI개발, 시스템설계, 플랜트, 건설안전, 산업안전",경력,학력무관,서울종로구,계약직,,,
747,[대전/세종/광주] 보안컨설팅(ISMS인증 컨설팅) 경력직 채용,/Recruit/GI_Read/42968704?rPageCode=SL&logpath=21,㈜이글루코퍼레이션,"['경력5년↑', '대졸↑', '대전유성구', '정규직', '팀원']","ISMS, 개인정보보호, 보안컨설팅, 제안·컨설팅, PM, 보안관제, 정보보안, ISMS-P, 정보보안",경력5년↑,대졸↑,대전유성구,정규직,팀원,,
748,2023년 R&D분야 경력/박사 채용(11차)-Edu AI DX 기술개발,/Recruit/GI_Read/42968072?rPageCode=SL&logpath=21,케이티,"['경력', '대졸↑', '서울서초구', '정규직']","UAM, 음성인식, 딥러닝, 인공지능, LLM, R&D, 자연어처리(NLP), vlm, 회로설계, 로봇설계, 미들웨어, 기술개발",경력,대졸↑,서울서초구,정규직,,,
749,2023년 R&D분야 경력/박사 채용(11차)-UAM 교통 시뮬레이션 기술 개발,/Recruit/GI_Read/42968046?rPageCode=SL&logpath=21,케이티,"['경력', '대졸↑', '서울서초구', '정규직']","UAM, 음성인식, 딥러닝, 인공지능, LLM, R&D, 자연어처리(NLP), vlm, 회로설계, 로봇설계, 미들웨어, 기술개발",경력,대졸↑,서울서초구,정규직,,,
750,2023년 R&D분야 경력/박사 채용(11차)-로봇 HRI 기술개발,/Recruit/GI_Read/42968017?rPageCode=SL&logpath=21,케이티,"['경력', '대졸↑', '서울서초구', '정규직']","UAM, 음성인식, 딥러닝, 인공지능, LLM, R&D, 자연어처리(NLP), vlm, 회로설계, 로봇설계, 미들웨어, 기술개발",경력,대졸↑,서울서초구,정규직,,,
751,2023년 R&D분야 경력/박사 채용(11차)-Robot AI 기술개발,/Recruit/GI_Read/42967994?rPageCode=SL&logpath=21,케이티,"['경력', '대졸↑', '서울서초구', '정규직']","UAM, 음성인식, 딥러닝, 인공지능, LLM, R&D, 자연어처리(NLP), vlm, 회로설계, 로봇설계, 미들웨어, 기술개발",경력,대졸↑,서울서초구,정규직,,,
752,[ESTsoft] 웹프론트엔드 개발 (경력),/Recruit/GI_Read/42967986?rPageCode=SL&logpath=21,㈜이스트소프트,"['경력6년↑', '학력무관', '서울서초구', '정규직']","솔루션, asp, 소프트웨어개발",경력6년↑,학력무관,서울서초구,정규직,,,
753,2023년 R&D분야 경력/박사 채용(11차)-AI 로봇 하드웨어 개발(로봇 전장부 및 회로부 설계/개발),/Recruit/GI_Read/42967971?rPageCode=SL&logpath=21,케이티,"['경력', '대졸↑', '서울서초구', '정규직']","UAM, 음성인식, 딥러닝, 인공지능, LLM, R&D, 자연어처리(NLP), vlm, 회로설계, 로봇설계, 미들웨어, 기술개발",경력,대졸↑,서울서초구,정규직,,,
754,[상시] 2023 전문연구요원 채용(병역특례)-JAVA 개발,/Recruit/GI_Read/42967950?rPageCode=SL&logpath=21,(주)윈스,"['신입', '석사↑', '경기성남시', '정규직']","시스템구축, 인공지능, 보안관제, 네트워크관리, 정보보안, JAVA 개발, RDB/NoSQL",신입,석사↑,경기성남시,정규직,,,
755,[상시] 2023 전문연구요원 채용(병역특례)-웹 개발,/Recruit/GI_Read/42967939?rPageCode=SL&logpath=21,(주)윈스,"['신입', '석사↑', '경기성남시', '정규직']","시스템구축, 인공지능, 보안관제, 네트워크관리, 정보보안, JAVA 개발, RDB/NoSQL",신입,석사↑,경기성남시,정규직,,,
756,2023년 R&D분야 경력/박사 채용(11차)-AI 로봇 하드웨어 개발(로봇 구동부 설계/개발),/Recruit/GI_Read/42967938?rPageCode=SL&logpath=21,케이티,"['경력', '대졸↑', '서울서초구', '정규직']","UAM, 음성인식, 딥러닝, 인공지능, LLM, R&D, 자연어처리(NLP), vlm, 회로설계, 로봇설계, 미들웨어, 기술개발",경력,대졸↑,서울서초구,정규직,,,
757,[상시] 2023 전문연구요원 채용(병역특례)-서버 백엔드 개발,/Recruit/GI_Read/42967929?rPageCode=SL&logpath=21,(주)윈스,"['신입', '석사↑', '경기성남시', '정규직']","시스템구축, 인공지능, 보안관제, 네트워크관리, 정보보안, JAVA 개발, RDB/NoSQL",신입,석사↑,경기성남시,정규직,,,
758,2023년 R&D분야 경력/박사 채용(11차)-AI 로봇 미들웨어 개발,/Recruit/GI_Read/42967924?rPageCode=SL&logpath=21,케이티,"['경력', '대졸↑', '서울서초구', '정규직']","UAM, 음성인식, 딥러닝, 인공지능, LLM, R&D, 자연어처리(NLP), vlm, 회로설계, 로봇설계, 미들웨어, 기술개발",경력,대졸↑,서울서초구,정규직,,,
759,[팀프레시] 인프라팀 시스템 담당자 (경력 3년 이상),/Recruit/GI_Read/42924888?rPageCode=SL&logpath=2,㈜팀프레시,"['경력3년↑', '초대졸↑', '서울강남구외', '정규직', '팀원']","모바일앱개발, BigData, NETGEAR, 서버구축, 시스템운영, Cisco, 네트워크관리, Radware, Aruba, IDC, DataMining, 서버관리, FORTINET, 소프트웨어개발, 인프라",경력3년↑,초대졸↑,서울강남구외,정규직,팀원,,
760,[브릭메이트/정규직] 개발PL 및 백엔드 개발자 모집(중급부터 특급까지),/Recruit/GI_Read/42879324?rPageCode=SL&logpath=2,㈜인코스파트너스,"['경력', '학력무관', '서울중구외', '정규직', '4,000~9,000만원', '주임~대리급외']","DRM, 빅데이터, 데이터레이크, SI개발, 솔루션, ETL, 시스템분석, SI, 서버관리, 정보보안, 클라이언트, 아키텍처, 시스템설계, DataMining, 클라이언트, 핀테크, 소프트웨어개발, HTTP, 데이터파이프라인",경력,학력무관,서울중구외,정규직,"4,000~9,000만원",주임~대리급외,
761,"웹 개발자 / 기술을 통해 사람을 행복하게 만드는 IoT Device, Service, Solution, Platform 전문기업, 그립",/Recruit/GI_Read/42924382?rPageCode=SL&logpath=2,㈜휴먼비젼,"['경력3년↑', '대졸↑', '서울서초구', '정규직', '4,500만원이상']","모바일앱개발, 솔루션, 소프트웨어개발",경력3년↑,대졸↑,서울서초구,정규직,"4,500만원이상",,
762,백엔드 개발 담당자  모집채용,/Recruit/GI_Read/42923954?rPageCode=SL&logpath=2,㈜앱플랫폼,"['경력2년↑', '학력무관', '서울구로구외', '정규직', '4,000~5,000만원', '주임~대리급외']","빅데이터, UI·UX기획, SI개발, 딥러닝, 서버관리, 인공지능, 컨텐츠, SI개발, 자연어처리(NLP), 클라이언트, 핀테크, HTTP",경력2년↑,학력무관,서울구로구외,정규직,"4,000~5,000만원",주임~대리급외,
763,[강동구/상일동] NICE IDC 시스템관제(OP) 신입 및 경력직원 채용,/Recruit/GI_Read/42857320?rPageCode=SL&logpath=2,㈜에이치앤엠,"['신입·경력', '학력무관', '서울강동구', '정규직외', '', '사원급외']","시스템운영, 시스템모니터링(OP), 보안관제, IDC, 서버관리, 유지보수",신입·경력,학력무관,서울강동구,정규직외,,사원급외,
764,[송파구 올림픽공원역 ] 공공기관 종합정보시스템 구축 사업 AA/SA 즉시 투입10개월,/Recruit/GI_Read/42919929?rPageCode=SL&logpath=2,㈜이노스트,"['경력10년↑', '초대졸↑', '서울송파구외', '계약직외']","SM, SI",경력10년↑,초대졸↑,서울송파구외,계약직외,,,
765,backend 개발자를 모십니다,/Recruit/GI_Read/42911577?rPageCode=SL&logpath=2,㈜휴스테이션,"['경력무관', '학력무관', '서울마포구', '정규직', '팀원외']","JavaScript, React, laravel",경력무관,학력무관,서울마포구,정규직,팀원외,,
