,타이틀,링크,회사명,태그,설명,태그1,태그2,태그3,태그4,태그5,태그6,태그7
36,"JW그룹 2023년 3차 신입/경력 대졸 정규직 정기채용 [영업/마케팅, R&D, 관리, 약사]",/Recruit/GI_Read/42963178?rPageCode=PL&logpath=21,JW홀딩스㈜,"['신입·경력1년↑', '대졸↑', '경기', '정규직']","관리회계, 부가세신고, 제약영업, 기업홍보, 재무회계, 저작권, 복리후생, 행정, 행정, 의료기기영업, 품질보증, 데이터분석, 미생물, SI개발, A·S수리, 기술지원, 비품관리, 영업기획, 제약영업, 건강식품연구, 송무담당, 문서관리, 지적재산권, 해외마케팅, 신사업기획, 의료기기연구, 자금관리, 브랜딩, 수출입계약, 약무보조, 중국어, PM, 서버관리, 영업전략, 재무분석, 장비영업, 재무회계, 구매계약, 매출관리, 바이어개발, 사업기획, 설치, 영어, 장비영업, 미생물, 기업회계, 사내변호사, 컴플라이언스, RA, UI·UX기획, 결산, 기타외국어, 문서작성, 문서작성, 식품영업, 재무기획, 제약, R&D, 특허담당, 고객관리, 매출관리, 생명공학, 제품개발, 전략기획, 의약외품연구, 거래처관리, 시장분석, 자재구매, 데이터분석, 컴플라이언스, 특허담당, 의료기기, 의약사무, 사내변호사, 납품영업, 문서관리, 생명공학, 외자구매, 자산관리, 제약·바이오R&D, 법인결산, 서비스기획, 식품영업, 약사, 자산관리, 재무기획, 회계감사, 경영기획, 문서관리, 유지보수, 일본어, 지적재산권, 상표담당, 국내영업",신입·경력1년↑,대졸↑,경기,정규직,,,
37,"[Apple(애플) 일산 킨텍스점/제품수리 및 상담/연봉2,600만-2,800만] - 서비스센터 엔지니어 모집",/Recruit/GI_Read/42979595?rPageCode=PL&logpath=2,㈜인커넥트,"['경력무관', '학력무관', '경기고양시외', '정규직']","이동통신, 검증, A·S수리, 기술지원, 시스템설계, 하드웨어, 무선통신, 설치, 시스템분석, 펌웨어, 정보통신, 컴퓨터, AS, 유지보수, 유지보수",경력무관,학력무관,경기고양시외,정규직,,,
38,[Apple서비스센터(부천)/애플제품 수리및상담/10월말 청라센터이전] - 서비스센터 엔지니어 모집,/Recruit/GI_Read/42979594?rPageCode=PL&logpath=2,㈜인커넥트,"['경력무관', '학력무관', '경기부천시외', '정규직']","이동통신, A·S수리, 기술지원, 테스터, 하드웨어, 무선통신, 설치, 정보통신, 위성통신, 컴퓨터, AS, 검증, 유지보수, 유지보수",경력무관,학력무관,경기부천시외,정규직,,,
39,"C, C++, GPU DB 제품 개발 채용",/Recruit/GI_Read/42977771?rPageCode=PL&logpath=2,㈜에스티로직,"['경력5년↑', '학력무관', '서울송파구', '정규직', '4,000~8,000만원']","모바일앱개발, BigData, C++, 솔루션, 소프트웨어개발",경력5년↑,학력무관,서울송파구,정규직,"4,000~8,000만원",,
40,[주5일/야간] IGS(주) 모바일게임 모니터링 사원 채용,/Recruit/GI_Read/42974103?rPageCode=PL&logpath=2,㈜비전잡,"['경력무관', '고졸↑', '대구동구외', '정규직외', '', '3,000~3,200만원']","게임소프트웨어, 모니터링, 사이트관리, 테스터, 게임기획, 베타테스터, IGS",경력무관,고졸↑,대구동구외,정규직외,,"3,000~3,200만원",
41,[2개월/단기]  데이터 라벨링(전산입렵) 단순 업무 [신입가능],/Recruit/GI_Read/42974038?rPageCode=PL&logpath=2,㈜비전잡,"['신입', '고졸↑', '서울강남구외', '프리랜서', '210만원이상(월)']","전산입력, 빅데이터, 전산관리, 문서작성, Helpdesk, 전산유지보수, 유지보수",신입,고졸↑,서울강남구외,프리랜서,210만원이상(월),,
42,[주5일-안산] 사내 전산 Helpdesk 상주근무[영어],/Recruit/GI_Read/42974035?rPageCode=PL&logpath=2,㈜비전잡,"['경력2년↑', '고졸↑', '경기안산시외', '정규직외', '', '3,400~4,000만원']","전산관리, 시스템운영, Helpdesk, 전산유지보수, 유지보수",경력2년↑,고졸↑,경기안산시외,정규직외,,"3,400~4,000만원",
43,[마포/영어가능자] 사내 전산 관리자(PC/OA) 채용,/Recruit/GI_Read/42974030?rPageCode=PL&logpath=2,㈜비전잡,"['경력무관', '고졸↑', '서울마포구외', '정규직외', '', '3,000~3,600만원']","전산관리, 시스템운영, Helpdesk, 전산유지보수, 유지보수",경력무관,고졸↑,서울마포구외,정규직외,,"3,000~3,600만원",
44,[신입/경력]  글로벌기업 전산 유지보수 [Helpdesk],/Recruit/GI_Read/42973967?rPageCode=PL&logpath=2,㈜비전잡,"['신입·경력', '학력무관', '서울마포구외', '정규직외', '', '3,000~3,800만원']","전산입력, 사이트관리, 전산관리, 문서관리, 문서작성, 유지보수",신입·경력,학력무관,서울마포구외,정규직외,,"3,000~3,800만원",
45,[SK텔레콤/본사] 컨텐츠 추천 운영 / 검수,/Recruit/GI_Read/42973578?rPageCode=PL&logpath=2,씨에이치솔루션㈜,"['경력무관', '학력무관', '서울중구외', '계약직', '230~235만원(월)']","별정통신, 전산입력, 음성인식, 자료조사, 테스터, 딥러닝, 인공지능, 사이트관리, 텔레콤, 통신, 챗봇, 문서관리, 인터넷전화, 홈네트워크, 검증, 모델링",경력무관,학력무관,서울중구외,계약직,230~235만원(월),,
46,[SK텔레콤/판교] AI 서비스 운영,/Recruit/GI_Read/42973468?rPageCode=PL&logpath=2,씨에이치솔루션㈜,"['경력무관', '학력무관', '경기성남시외', '계약직', '230~235만원(월)']","별정통신, 전산입력, 음성인식, 자료조사, 테스터, 딥러닝, 인공지능, 사이트관리, 텔레콤, 통신, 챗봇, 문서관리, 인터넷전화, 홈네트워크, 검증, 모델링",경력무관,학력무관,경기성남시외,계약직,230~235만원(월),,
47,"[SPC삼립] 부문별 경력직 모집 (마케팅 전략,언론홍보,디자인,산업안전,공무,생산)",/Recruit/GI_Read/42973804?rPageCode=SL&logpath=21,SPC삼립,"['경력', '초대졸↑', '경기부천시외', '정규직']","고객관리, 관리회계, ERP운용, 기업홍보, 디지털마케팅, 복리후생, SI개발, 거래처관리, 펌웨어, 더존, 식품MD, 유지보수, 품질보증, 프로모션, 영업기획, 프랜차이즈, 프로모션, 검증, 브랜딩, 서버구축, 시스템운영, 영업전략, 가맹점관리, 재무회계, 정보통신·IT, HACCP, 오프라인마케팅, 제휴마케팅, 매출관리, 방화벽, 베이커리, 시스템분석, 정보보안, 기업회계, 거래선개발관리, 매출관리, 바이럴마케팅, 키워드광고, 조직문화, 클라이언트, 고객관리, 매출관리, 보안관제, 산업안전, 상품기획, 시스템설계, 면접·채용, 평가·보상, 콘텐츠기획, 거래처관리, 교육기획, 대리점관리, 메뉴개발, 시장분석, 데이터분석, 기업홍보, 브랜드기획, 이벤트기획, 전략기획, SNS마케팅, 급여관리, 네트워크관리, 정보보안, 정보통신, 프로모션, 안전평가, 이벤트기획, 인사행정, 패밀리레스토랑, 식품가공, 양식당, 인사기획, ISO, 제빵사, 서버관리, 네트워크관리, 환경관리, 가맹영업, 배너광고, 인사교육, 원가회계, 전산회계, ERP운용, 데이터분석",경력,초대졸↑,경기부천시외,정규직,,,
48,㈜푸드테크 IT부문 델파이 개발자 채용,/Recruit/GI_Read/42971399?rPageCode=SL&logpath=21,㈜푸드테크,"['신입·경력', '서울강남구', '정규직']","GUI, 인터페이스, SI개발, 암호화폐, 서버관리, 챗봇, SI개발, 증강현실, 인터페이스, 델파이, 반응형웹, 음성인식, 클라이언트, 핀테크, 소프트웨어개발, 가상현실, 핀테크, HTTP, 메타버스",신입·경력,서울강남구,정규직,,,,
49,Runday를 함께 개발할 동료를 모집합니다.,/Recruit/GI_Read/42974317?rPageCode=SL&logpath=21,㈜땀,"['신입·경력', '학력무관', '서울서초구', '정규직', '사원급외']","인터페이스, 모바일, 모바일App, 앱기획, SI개발, UI·UX기획, 콘텐츠기획, 스토리보드, 서비스기획",신입·경력,학력무관,서울서초구,정규직,사원급외,,
50,"2023년 딕스코리아(DEEX KOREA)회계 컨설턴트/DX엔지니어 신입,경력직 공채",/Recruit/GI_Read/42971162?rPageCode=SL&logpath=21,㈜딕스코리아,"['신입·경력', '학력무관', '서울금천구', '정규직']","관리회계, 빅데이터, 데이터레이크, DW, 솔루션, 세무신고, ETL, 서버구축, 시스템운영, 세무조정, 시스템운영, BI, 시스템엔지니어링, 시스템분석, Apps, Microsoft, Platform, 네트워크관리, 시스템설계, ERP, microsoft 365, 서버구축, 컴퓨터공학, 경영컨설팅, 네트워크관리, automate, 데이터파이프라인, 원가회계, 전산회계, ERP운용",신입·경력,학력무관,서울금천구,정규직,,,
51,[비드코칭]에서 함께 성장할 [PHP 풀스택 개발자]를 모십니다,/Recruit/GI_Read/42973388?rPageCode=SL&logpath=21,비드코칭연구소㈜,"['신입·경력1년↑', '초대졸↑', '대전중구외', '정규직', '3,300~4,000만원', '사원급외']","GUI, SI개발, 서버관리, 인터페이스, 반응형웹, 클라이언트, 핀테크, HTTP",신입·경력1년↑,초대졸↑,대전중구외,정규직,"3,300~4,000만원",사원급외,
52,[코드블럭㈜] 감각있는 웹디자이너 채용(신입/경력),/Recruit/GI_Read/42969531?rPageCode=SL&logpath=21,코드블럭㈜,"['신입·경력', '초대졸↑', '경기성남시외', '정규직', '사원급외']","CI, 웹표준·웹접근성, UI·UX기획, GUI, GUI, 솔루션, Sign디자인, CG, 모바일디자인, 2D디자인, 모바일디자인, 반응형웹, 앱기획, UI·UX기획, GUI, UI·UX기획, 소프트웨어개발",신입·경력,초대졸↑,경기성남시외,정규직,사원급외,,
53,[네오바이오텍] 시스템개발팀 경력직 채용,/Recruit/GI_Read/42966549?rPageCode=SL&logpath=21,㈜네오바이오텍,"['경력10년↑', '초대졸↑', '강원원주시', '정규직']","서버구축, 시스템분석, 시스템설계, 서버관리, 네트워크관리",경력10년↑,초대졸↑,강원원주시,정규직,,,
54,[코스닥 상장사-디어유]Android 개발자,/Recruit/GI_Read/42967296?rPageCode=SL&logpath=21,디어유,"['경력3년↑', '대졸↑', '서울강남구', '정규직', '팀원']",모바일App,경력3년↑,대졸↑,서울강남구,정규직,팀원,,
55,IT인프라 엔지니어,/Recruit/GI_Read/42966243?rPageCode=SL&logpath=21,㈜이스트소프트,"['경력5년↑', '학력무관', '서울서초구', '정규직']","솔루션, 시스템운영, asp, 네트워크관리, 서버구축, 소프트웨어개발",경력5년↑,학력무관,서울서초구,정규직,,,
56,DB 관리자,/Recruit/GI_Read/42966153?rPageCode=SL&logpath=21,㈜이스트소프트,"['경력10년↑', '학력무관', '서울서초구', '정규직']","솔루션, asp, 소프트웨어개발",경력10년↑,학력무관,서울서초구,정규직,,,
57,웹프론트엔드 개발,/Recruit/GI_Read/42966137?rPageCode=SL&logpath=21,㈜이스트소프트,"['경력6년↑', '학력무관', '서울서초구', '정규직']","솔루션, asp, 소프트웨어개발",경력6년↑,학력무관,서울서초구,정규직,,,
58,2023년 10월 경력채용 (IT개발/대관/정보보안/소비자보호),/Recruit/GI_Read/42975487?rPageCode=SL&logpath=21,㈜우리홈쇼핑,"['경력1년↑', '학력무관', '서울영등포구', '정규직']","유통, 판매, 홈쇼핑, 시장분석, SNS마케팅, 고객관리, 매출관리, 프로모션, IMC, 디지털마케팅, 언론홍보, 오프라인마케팅, 이벤트기획, 서버관리, 클라이언트, SI개발, 시스템분석, 시스템설계, 펌웨어, 서버관리, 네트워크관리, 정보보안, 시스템분석, 시스템설계, SI개발, 고객지원, 고객경험관리, 고객응대, 고객안내, 정보통신·IT",경력1년↑,학력무관,서울영등포구,정규직,,,
59,2023년 시스템 운영센터 IT경력(정규직) 채용,/Recruit/GI_Read/42968236?rPageCode=SL&logpath=21,DB손해보험㈜,"['경력3년↑', '대졸↑', '서울강남구외', '정규직']","빅데이터, SI개발, 손해보험, 펌웨어, 데이터레이크, 서버구축, 시스템분석, 시스템운영, 시스템분석, SI개발, 시스템설계, 시스템설계, 서버관리",경력3년↑,대졸↑,서울강남구외,정규직,,,
60,[DB손해보험] 2023년 하반기 대졸 신입사원 모집,/Recruit/GI_Read/42967941?rPageCode=SL&logpath=21,DB손해보험㈜,"['신입', '대졸↑', '서울강남구외', '정규직']","고객관리, 관리회계, 빅데이터, SI개발, 손해보험, 재무회계, 펌웨어, 데이터레이크, 보험사고, 시장조사, R, 자산운용, 영업기획, Python, 위험분석·관리, CISA, IT기획, 투자 리스크관리, 데이터시각화, 자금관리, 자산RM, CISSP, 서버구축, 시스템분석, 시스템운영, 영업전략, 재무분석, 가맹점관리, 재무회계, 방화벽, 시스템분석, 결산, 재무기획, 투자상담·자문, 손해평가, SI개발, 결산, 매출관리, 보안관제, 시스템설계, 데이터분석, 정보보안기사, 보험회사 리스크관리, 대리점관리, 데이터분석, 분석모델링, 전략기획, ADP/ADsP, 네트워크관리, 정보보안, 투자상담·자문, 세무조정, 투자지원, 시스템설계, 투자심사, 언더라이팅, 위험분석·관리, 보험청구, 자산운용, 핀테크, 법인결산, 서버관리, 암호화폐, CPPG, 네트워크관리, 보상, 시장분석, 원가회계, 손해평가",신입,대졸↑,서울강남구외,정규직,,,
61,[NeoLAB] iOS개발 경력 채용,/Recruit/GI_Read/42962252?rPageCode=SL&logpath=21,㈜네오랩컨버전스,"['경력5년↑', '초대졸↑', '서울구로구', '정규직']","전자, 서비스기획, 스토리보드, 데이터분석, 앱기획, 콘텐츠기획, UI·UX기획, 서버관리, 클라이언트, 핀테크, HTTP, SI개발, GUI, 반응형웹, 인터페이스, 증강현실, 가상현실, 음성인식, 인터페이스, 핀테크, SI개발, 네트워크관리, 서버구축, 시스템분석, 시스템설계, 시스템운영, 서버관리, GUI, 모바일디자인, UI·UX기획",경력5년↑,초대졸↑,서울구로구,정규직,,,
62,[주4.5일근무] JAVA 개발 팀장 채용,/Recruit/GI_Read/42968491?rPageCode=SL&logpath=21,㈜인라이플,"['경력8년↑', '학력무관', '서울구로구외', '정규직']","모바일앱개발, BigData, SI개발, SI, 서버관리, 정보보안, 클라이언트, SI개발, ERP, 아키텍처, 시스템설계, 클라이언트, 핀테크, 소프트웨어개발, HTTP",경력8년↑,학력무관,서울구로구외,정규직,,,
63,[SPC그룹][Secta9ine] Fintech 서비스 개발자 수시 채용,/Recruit/GI_Read/42967182?rPageCode=SL&logpath=21,(주)섹타나인,"['경력5년↑', '초대졸↑', '서울강남구', '정규직']","모바일앱개발, GUI, 인터페이스, SI개발, 솔루션, 시스템분석, 서버관리, 시스템운영, 방화벽, 정보보안, 네트워크관리, 클라이언트, SI개발, 보안관제, 인터페이스, 네트워크관리, 정보보안, 아키텍처, 서버구축, 시스템설계, 반응형웹, 핀테크, 클라이언트, 핀테크, 소프트웨어개발, 핀테크",경력5년↑,초대졸↑,서울강남구,정규직,,,
