,타이틀,링크,회사명,태그,설명,태그1,태그2,태그3,태그4,태그5,태그6,태그7
2880,"[신입] 네트워크 엔지니어 채용 / IDC , Enterprise",/Recruit/GI_Read/42965293?rPageCode=SL&logpath=21,㈜아이메코,"['신입', '학력무관', '서울강서구외', '계약직']","솔루션, 소프트웨어개발",신입,학력무관,서울강서구외,계약직,,,
2881,[직방] Smarthome WebRTC Engineer,/Recruit/GI_Read/42965051?rPageCode=SL&logpath=21,㈜직방,"['경력무관', '초대졸↑', '서울강남구외', '정규직']","GUI, 인터페이스, SI개발, 모바일, webrtc, 모바일App, 인터페이스, 반응형웹, 음성인식, 클라이언트, HTTP",경력무관,초대졸↑,서울강남구외,정규직,,,
2882,카카오 T 택시 Android 개발자,/Recruit/GI_Read/42964727?rPageCode=SL&logpath=21,카카오모빌리티,"['경력3년↑', '학력무관', '경기성남시', '정규직']","모바일App, Android 개발자",경력3년↑,학력무관,경기성남시,정규직,,,
2883,s/w (소프트웨어) 개발자 모집,/Recruit/GI_Read/42964645?rPageCode=SL&logpath=21,㈜요즈마 비엠텍,"['경력5년↑', '대졸↑', '경기성남시', '정규직']",의료기기,경력5년↑,대졸↑,경기성남시,정규직,,,
2884,[서울] F/W 및 알고리즘 개발자 모집(연구소),/Recruit/GI_Read/42964441?rPageCode=SL&logpath=21,㈜이지템,"['신입·경력5년↑', '대졸↑', '서울금천구', '정규직', '주임~대리급외']","펌웨어, 의료기기",신입·경력5년↑,대졸↑,서울금천구,정규직,주임~대리급외,,
2885,새로운교회 온라인 간사 (팀장급) 를 모십니다,/Recruit/GI_Read/42963486?rPageCode=SL&logpath=21,새로운교회,"['경력', '학력무관', '서울서초구', '정규직', '팀장/매니저/실장']","종교단체, 웹마스터",경력,학력무관,서울서초구,정규직,팀장/매니저/실장,,
2886,서울신문 IT 수습사원 채용,/Recruit/GI_Read/42963414?rPageCode=SL&logpath=21,서울신문사,"['신입', '대졸↑', '서울서초구', '정규직']","언론사, 신문사, 시스템설계",신입,대졸↑,서울서초구,정규직,,,
2887,(주)디지털존 사업기획팀 블록체인 개발자 채용,/Recruit/GI_Read/42963376?rPageCode=SL&logpath=21,㈜디지털존 마포지점,"['경력무관', '학력무관', '서울마포구', '정규직', '사원급외']","솔루션, 시스템분석, DID, 아키텍처, 시스템설계, 소프트웨어개발, 스마트컨트랙트",경력무관,학력무관,서울마포구,정규직,사원급외,,
2888,(주)소프트위즈 DBA (MySQL) 모집,/Recruit/GI_Read/42963289?rPageCode=SL&logpath=21,㈜소프트위즈,"['경력3년↑', '학력무관', '서울강남구', '정규직']","데이터관리, DW, BI, DW모델러",경력3년↑,학력무관,서울강남구,정규직,,,
2889,[솔로몬텍]포승공장 제조시스템 상황실 OP 채용건,/Recruit/GI_Read/42963157?rPageCode=SL&logpath=21,㈜솔로몬텍,"['경력무관', '학력무관', '경기평택시외', '정규직']","시스템운영, 네트웍구축, IDC, 통신",경력무관,학력무관,경기평택시외,정규직,,,
2890,명지춘혜재활병원 전산기획실 경력 직원 모집,/Recruit/GI_Read/42962992?rPageCode=SL&logpath=21,의료법인 춘혜의료재단,"['경력무관', '학력무관', '서울영등포구', '정규직']","상급종합병원, 전문병원, 병원, 특수병원, 시스템운영, 네트워크관리, 종합병원",경력무관,학력무관,서울영등포구,정규직,,,
2891,H그룹 계열사 M365 서비스 운영 담당 경력사원 채용,/Recruit/GI_Read/42962875?rPageCode=SL&logpath=21,㈜솔로몬텍,"['경력3년↑', '초대졸↑', '경기성남시', '정규직외', '', '팀원']","고객경험관리, 시스템운영, 하드웨어, 고객지원, 보안관제, 정보보안, 컴퓨터, 기술상담, 유지보수",경력3년↑,초대졸↑,경기성남시,정규직외,,팀원,
2892,"(주)포유인포텍 기술지원부(POS원격/물류관리)신입, 경력직 채용",/Recruit/GI_Read/42962836?rPageCode=SL&logpath=21,㈜포유인포텍,"['경력무관', '고졸↑', '경기하남시', '정규직', '3,000~3,100만원']","비품관리, 네트워크관리, 자산관리, 서버관리",경력무관,고졸↑,경기하남시,정규직,"3,000~3,100만원",,
2893,[티사이언티픽] SE(시스템엔지니어) 경력직 채용 - 안양,/Recruit/GI_Read/42962560?rPageCode=SL&logpath=21,㈜티사이언티픽,"['경력3년↑', '초대졸↑', '경기안양시', '정규직']","솔루션, 시스템운영, 어드민, 서버관리, 소프트웨어개발",경력3년↑,초대졸↑,경기안양시,정규직,,,
2894,특판가구 악세서리 제품개발자를 모집합니다.,/Recruit/GI_Read/42962143?rPageCode=SL&logpath=21,㈜미젠드,"['신입·경력2년↑', '고졸↑', '경기포천시외', '정규직', '사원급외']","캐드원, 검증, CAD, 3D설계, 부엌가구, AutoCad, 제품설계, 가구, 제품개발, 2D설계, 금속",신입·경력2년↑,고졸↑,경기포천시외,정규직,사원급외,,
2895,기술연구소 신입&경력 사원 채용,/Recruit/GI_Read/42962043?rPageCode=SL&logpath=21,㈜서우건설산업,"['신입·경력3년↑', '대졸↑', '서울금천구외', '정규직', '사원급외']","임베디드, 자동제어, 전자",신입·경력3년↑,대졸↑,서울금천구외,정규직,사원급외,,
2896,2023년 하반기 S/W 인원 채용,/Recruit/GI_Read/42961977?rPageCode=SL&logpath=21,㈜이노텍,"['경력무관', '학력무관', '경남창원시', '정규직']","자율주행, 데이터시각화, 임베디드, 인공지능, 네트워크",경력무관,학력무관,경남창원시,정규직,,,
2897,시스템연구소 신규 인력 채용,/Recruit/GI_Read/42961972?rPageCode=SL&logpath=21,㈜엘트로닉스,"['경력5년↑', '초대졸↑', '경기수원시', '정규직']","회로설계, Hardware, Firmware, 기구설계, 펌웨어",경력5년↑,초대졸↑,경기수원시,정규직,,,
2898,정보보안 컨설턴트(취약점 진단) 신입 채용합니다.,/Recruit/GI_Read/42961961?rPageCode=SL&logpath=21,㈜시큐리티즌,"['신입', '대졸↑', '부산부산진구', '정규직', '2,413만원이상', '사원급']","네트워크보안, 보안소프트웨어, 정보보안, 보안컨설팅, 정보보안",신입,대졸↑,부산부산진구,정규직,"2,413만원이상",사원급,
2899,[상암/하니웰코리아] 테스트 엔지니어(단순업무),/Recruit/GI_Read/42711270?rPageCode=SL&logpath=2,㈜아데코코리아,"['신입·경력', '학력무관', '서울마포구', '계약직외', '', '220만원이상(월)']","행정, 자동제어, 테스터, 문서관리, 품질테스트, 검증",신입·경력,학력무관,서울마포구,계약직외,,220만원이상(월),
2900,Inn0vaTech Ltd의 Artificial Intelligence Application Developer/Backend Developer 채용,/Recruit/GI_Read/42706245?rPageCode=SL&logpath=2,대한무역투자진흥공사,"['경력', '초대졸↑', '서울강남구', '정규직']","공사, 공기업",경력,초대졸↑,서울강남구,정규직,,,
2901,(주)마젠타로보틱스 - 2023년 하반기 SW/로봇엔지니어/SI개발 팀원 채용,/Recruit/GI_Read/42704901?rPageCode=SL&logpath=2,㈔대덕이노폴리스벤처협회,"['경력무관', '학력무관', '대전유성구외', '정규직']","솔루션, 센서네트워크, 로봇설계, 네트워크관리, 로봇설계, 기술지원, 소프트웨어개발, 로봇설계",경력무관,학력무관,대전유성구외,정규직,,,
2902,(주)시스웍 - 기술연구소 경력 연구원 채용 (MOTER제어),/Recruit/GI_Read/42700594?rPageCode=SL&logpath=2,㈔대덕이노폴리스벤처협회,"['경력무관', '초대졸↑', '대전유성구외', '정규직']","전기설계, 펌웨어, 회로설계, 제어·설계, 전자, 펌웨어, 회로설계, 시스템설계, PCB, 펌웨어, PCB, 전자계산, PLC",경력무관,초대졸↑,대전유성구외,정규직,,,
2903,[교대/월333-458만] 유명기업 웹개발 경력직 채용,/Recruit/GI_Read/42696676?rPageCode=SL&logpath=2,템프인㈜,"['경력2년↑', '고졸↑', '서울서초구', '계약직외', '', '333~458만원(월)']",헤드헌팅,경력2년↑,고졸↑,서울서초구,계약직외,,333~458만원(월),
2904,[게임업무 / 신입가능] 큐로드 QA 신입사원 모집,/Recruit/GI_Read/42683666?rPageCode=SL&logpath=2,인트로맨㈜,"['신입·경력', '학력무관', '부산해운대구외', '계약직외', '', '208만원이상(월)', '사원급']","모바일앱게임, 테스터, 웹마스터, QA, 게임기획, 게임운영관리, 게임개발, 검증, GM·CS",신입·경력,학력무관,부산해운대구외,계약직외,,208만원이상(월),사원급
2905,[용인]르노코리아자동차 중앙연구소 구매기획 데이터관리 사무직 채용,/Recruit/GI_Read/42680150?rPageCode=SL&logpath=2,동호에이치알㈜,"['경력무관', '학력무관', '경기용인시외', '계약직외', '', '3,360만원이상', '사원급외']","빅데이터, 데이터관리, 통계, 데이터레이크, 행정, 자료조사, 구매, 데이터분석, 데이터시각화, 문서작성, 데이터분석, 파워피벗, 서무, 자동차, 매크로, 데이터파이프라인",경력무관,학력무관,경기용인시외,계약직외,,"3,360만원이상",사원급외
2906,(주)루센트블록 - Tech 직군 채용,/Recruit/GI_Read/42677626?rPageCode=SL&logpath=2,㈔대덕이노폴리스벤처협회,"['경력무관', '학력무관', '대전유성구외', '정규직']","Java, Python, AWS, 모바일App, 클라이언트, GUI, 반응형웹, 인터페이스, 인터페이스, SI개발, 메타버스, 시스템설계, 빅데이터, 데이터레이크",경력무관,학력무관,대전유성구외,정규직,,,
2907,[시청역 프레스센터 內 근무] 네트워크 엔지니어 경력직 모집,/Recruit/GI_Read/42679065?rPageCode=SL&logpath=2,주식회사 사람과기술,"['신입·경력', '초대졸↑', '서울중구외', '정규직외', '', '사원급외']","네트워크보안, 시스템운영, Cisco, 시스템운영, 네트워크관리, 보안관제, 네트워크관리, 보안소프트웨어, 정보보안, SSL, 서버구축, 서버관리, 네트워크관리, 보안컨설팅, 정보보안",신입·경력,초대졸↑,서울중구외,정규직외,,사원급외,
2908,PC유지보수 엔지니어 경력직 채용,/Recruit/GI_Read/42668623?rPageCode=SL&logpath=2,㈜에이치앤엠,"['경력1년↑', '학력무관', '서울서초구', '정규직', '사원급외']",IDC,경력1년↑,학력무관,서울서초구,정규직,사원급외,,
2909,[이커넥트] 웹/앱 기획자 경력직 모집,/Recruit/GI_Read/42961909?rPageCode=SL&logpath=21,이커넥트,"['경력5년↑', '학력무관', '부산해운대구', '정규직', '팀장/매니저/실장']","웹표준·웹접근성, 컨텐츠, 반응형웹, 앱기획, UI·UX기획, 콘텐츠기획, 스토리보드, 인터넷생활정보, 서비스기획",경력5년↑,학력무관,부산해운대구,정규직,팀장/매니저/실장,,
2910,판교] 클라우드 데이터 센터 시스템운영원(향후 엔지니어 양성 예정),/Recruit/GI_Read/42961899?rPageCode=SL&logpath=21,씨앤토트플러스㈜,"['신입·경력1년↑', '학력무관', '경기성남시', '정규직']","SM, 시스템운영, IDC, 서버관리, OP, 오퍼레이퍼",신입·경력1년↑,학력무관,경기성남시,정규직,,,
2911,2023년 하반기 소프트웨어팀 채용,/Recruit/GI_Read/42961873?rPageCode=SL&logpath=21,㈜이노텍,"['경력무관', '초대졸↑', '경남창원시', '정규직']","전자파, 전자제어, 펌웨어",경력무관,초대졸↑,경남창원시,정규직,,,
2912,[유비쿼스홀딩스] 계열사 (주)넥싸이트 펌웨어 개발자 채용,/Recruit/GI_Read/42961732?rPageCode=SL&logpath=21,유비쿼스홀딩스,"['신입·경력1년↑', '학력무관', '경기안양시외', '정규직', '사원급외']","펌웨어, 컴퓨터",신입·경력1년↑,학력무관,경기안양시외,정규직,사원급외,,
2913,[외국계] 2023 하반기 Medical 3D Modeler 채용,/Recruit/GI_Read/42955294?rPageCode=SL&logpath=21,아나토마지코리아㈜,"['경력무관', '초대졸↑', '서울강남구', '정규직', '사원급외']","모델링, 의료기기",경력무관,초대졸↑,서울강남구,정규직,사원급외,,
2914,제조산업 협동로봇 및 자동화 제어장비 기술영업 경력사원 모집,/Recruit/GI_Read/42969871?rPageCode=SL&logpath=21,건솔루션㈜,"['경력3년↑', '초대졸↑', '경기안양시외', '정규직', '팀원']","솔루션영업, 스마트공장, 로봇팔, 솔루션, 자동화장비, 자동화, SI, 기술영업, 공장자동화, asp, CRM, 로보틱스, ERP, 협동로봇, 제조, 스마트팩토리",경력3년↑,초대졸↑,경기안양시외,정규직,팀원,,
2915,"[인천] OO은행 ISG 업무를 위한 개발(사업관리,영어/고급)",/Recruit/GI_Read/42969810?rPageCode=SL&logpath=21,이수정보㈜,"['경력10년↑', '초대졸↑', '서울중랑구외', '계약직외']","SM, SI, CRM, ERP, 소프트웨어개발",경력10년↑,초대졸↑,서울중랑구외,계약직외,,,
2916,"[중구] 보험사 SM 운영(java/중급,고급)",/Recruit/GI_Read/42969801?rPageCode=SL&logpath=21,이수정보㈜,"['경력6년↑', '초대졸↑', '서울중랑구외', '계약직외']","SM, 시스템운영, SI, CRM, ERP, 소프트웨어개발",경력6년↑,초대졸↑,서울중랑구외,계약직외,,,
2917,[인천] OO은행 ISG 업무를 위한 개발(java/고급),/Recruit/GI_Read/42969795?rPageCode=SL&logpath=21,이수정보㈜,"['경력10년↑', '초대졸↑', '서울중랑구외', '계약직외']","SM, SI개발, SI, CRM, ERP, 소프트웨어개발",경력10년↑,초대졸↑,서울중랑구외,계약직외,,,
2918,야탑/공공/즉시/3개월/고급,/Recruit/GI_Read/42969620?rPageCode=SL&logpath=21,㈜한컴즈,"['경력10년↑', '초대졸↑', '서울마포구외', '계약직외']","SI개발, SI",경력10년↑,초대졸↑,서울마포구외,계약직외,,,
2919,마포오피스 전산관리자 모집,/Recruit/GI_Read/42969614?rPageCode=SL&logpath=21,㈜겟앤쇼(Get & Show),"['경력1년↑', '고졸↑', '서울마포구', '정규직', '3,000~3,200만원', '사원급외']","상품기획, 자산관리, 쇼핑몰, 총무, 소셜커머스, 서버관리, 네트워크관리",경력1년↑,고졸↑,서울마포구,정규직,"3,000~3,200만원",사원급외,
2920,[Eximbay] 정보보안 담당자 경력 채용,/Recruit/GI_Read/42969495?rPageCode=SL&logpath=21,㈜엑심베이,"['경력5년↑', '초대졸↑', '서울구로구', '정규직', '4,000만원이상', '주임~대리급외']","정보보안, 소프트웨어개발",경력5년↑,초대졸↑,서울구로구,정규직,"4,000만원이상",주임~대리급외,
2921,리액트 경력직 계약직 및 프리랜서 채용,/Recruit/GI_Read/42969416?rPageCode=SL&logpath=21,㈜에스와이컴퍼니,"['경력3년↑', '학력무관', '광주광산구', '정규직외']","웹표준·웹접근성, 안드로이드, 모바일, 스마트폰, 모바일App",경력3년↑,학력무관,광주광산구,정규직외,,,
2922,기획자를 꿈꾸는 웹디자이너(피그마 필수),/Recruit/GI_Read/42969396?rPageCode=SL&logpath=21,㈜콜라드,"['경력', '학력무관', '서울강남구', '정규직', '팀원']","반응형웹, UI·UX기획, 소프트웨어개발",경력,학력무관,서울강남구,정규직,팀원,,
2923,"급구[SM]경찰청 인프라 운영.  TA,인프라 경험자 1명.  PL가능자(즉시투입, 서대문역)",/Recruit/GI_Read/42969331?rPageCode=SL&logpath=21,휴먼인포텍,"['경력8년↑', '학력무관', '서울금천구외', '정규직외', '', '과장~차장급외']","SM, 시스템운영, SI, 서버관리",경력8년↑,학력무관,서울금천구외,정규직외,,과장~차장급외,
