,타이틀,링크,회사명,태그,설명,태그1,태그2,태그3,태그4,태그5,태그6,태그7
7002,PLM시스템 개발/운영 경력 채용(JAVA),/Recruit/GI_Read/42800543?rPageCode=SL&logpath=21,㈜솔브리드플러스,"['경력', '초대졸↑', '서울금천구', '정규직']","솔루션, 인터페이스, 소프트웨어개발",경력,초대졸↑,서울금천구,정규직,,,
7003,"빅데이터 분석가 (PM, PL 가능자  우대)",/Recruit/GI_Read/42800412?rPageCode=SL&logpath=21,넥스엔정보기술㈜,"['경력3년↑', '대졸↑', '서울강남구', '정규직', '8,000~9,900만원', '부장급외']","빅데이터, DW, PL, 데이터분석, PM, IT컨설팅",경력3년↑,대졸↑,서울강남구,정규직,"8,000~9,900만원",부장급외,
7004,[(주)아이스크림미디어] 백엔드 개발자 모집 (경력),/Recruit/GI_Read/42800396?rPageCode=SL&logpath=21,㈜아이스크림미디어,"['경력6년↑', '초대졸↑', '서울강남구', '정규직', '주임~대리급외']","모바일앱개발, 서버관리, 클라이언트, 소프트웨어개발",경력6년↑,초대졸↑,서울강남구,정규직,주임~대리급외,,
7005,MEZOO 모바일 어플리케이션 개발자 채용,/Recruit/GI_Read/42800091?rPageCode=SL&logpath=21,㈜메쥬,"['경력무관', '학력무관', '강원원주시', '정규직', '사원급외']","앱기획, 의료기기, 서비스기획",경력무관,학력무관,강원원주시,정규직,사원급외,,
7006,각 부문 개발자 모집,/Recruit/GI_Read/42799651?rPageCode=SL&logpath=21,㈜코아소프트,"['경력5년↑', '학력무관', '서울마포구', '정규직외', '', '과장~차장급외']","모바일앱개발, 솔루션, SI, 소프트웨어개발",경력5년↑,학력무관,서울마포구,정규직외,,과장~차장급외,
7007,"[정규직] 경력직 개발자 - java, python",/Recruit/GI_Read/42799090?rPageCode=SL&logpath=21,㈜펀진,"['경력7년↑', '학력무관', '서울성동구', '정규직']","솔루션, 소프트웨어개발",경력7년↑,학력무관,서울성동구,정규직,,,
7008,[의료AI] 연구개발부 경력직 모집,/Recruit/GI_Read/42797141?rPageCode=SL&logpath=21,㈜비쥬웍스,"['경력5년↑', '대졸↑', '서울서초구', '정규직외', '', '과장~차장급외']","DataMining, 소프트웨어개발",경력5년↑,대졸↑,서울서초구,정규직외,,과장~차장급외,
7009,"웹 개발자(웹 엔지니어, 웹 프로그래머) 채용",/Recruit/GI_Read/42795809?rPageCode=SL&logpath=21,㈜페어립에듀,"['경력무관', '학력무관', '충남아산시', '정규직', '4,000~5,000만원', '사원급외']","BigData, 솔루션, SI, 소프트웨어개발",경력무관,학력무관,충남아산시,정규직,"4,000~5,000만원",사원급외,
7010,[루미르] 웹서비스 개발자 경력직 채용,/Recruit/GI_Read/42795657?rPageCode=SL&logpath=21,루미르 주식회사,"['경력', '대졸↑', '경기용인시', '정규직']","전자, GUI",경력,대졸↑,경기용인시,정규직,,,
7011,고도몰 튜닝 개발자 채용,/Recruit/GI_Read/42794584?rPageCode=SL&logpath=21,엔페이지,"['경력무관', '학력무관', '경기남양주시', '정규직외', '', '3,200만원이상', '사원급외']","모바일앱개발, SI, 고도몰, 소프트웨어개발",경력무관,학력무관,경기남양주시,정규직외,,"3,200만원이상",사원급외
7012,[헤세그] 프론트엔드 경력자 채용,/Recruit/GI_Read/42734546?rPageCode=SL&logpath=21,㈜헤세그,"['경력5년↑', '학력무관', '서울서초구', '정규직']",IT컨설팅,경력5년↑,학력무관,서울서초구,정규직,,,
7013,[수입차 인포테인먼트 시스템] 테스트 엔지니어 (네비게이션) 모집,/Recruit/GI_Read/42804402?rPageCode=SL&logpath=21,㈜글로벌모터서비스,"['경력무관', '학력무관', '서울강남구외', '정규직', '3,000만원이상', '사원급외']","테스터, Engineer, 자동차, 차량관리, 검증",경력무관,학력무관,서울강남구외,정규직,"3,000만원이상",사원급외,
7014,진주-공공기관 PMO 운영 구함(고급),/Recruit/GI_Read/42802240?rPageCode=SL&logpath=21,㈜오픈에스티,"['경력9년↑', '초대졸↑', '서울금천구외', '정규직외']","SM, SI, 검증",경력9년↑,초대졸↑,서울금천구외,정규직외,,,
7015,[메가존 계열사] IOI소프트 Low Code Platform 개발자 채용,/Recruit/GI_Read/42800468?rPageCode=SL&logpath=21,아이오아이소프트,"['경력3년↑', '학력무관', '서울강남구', '정규직']","솔루션, 소프트웨어개발",경력3년↑,학력무관,서울강남구,정규직,,,
7016,[SoftPeopleKorea] DB 성능관리 / 암호화 솔루션 엔지니어 채용,/Recruit/GI_Read/42799363?rPageCode=SL&logpath=21,㈜소프트피플코리아,"['신입·경력2년↑', '학력무관', '경기성남시', '정규직', '주임~대리급외']","SM, 솔루션, 시스템운영, 소프트웨어개발",신입·경력2년↑,학력무관,경기성남시,정규직,주임~대리급외,,
7017,네트워크/PC/OA 엔지니어 직원모집 (역삼),/Recruit/GI_Read/42798187?rPageCode=SL&logpath=21,세원아이엔씨㈜,"['경력무관', '초대졸↑', '서울강남구', '정규직', '사원급외']","전산입력, 문서관리, 하드웨어, 네트워크관리, 컴퓨터, 유지보수",경력무관,초대졸↑,서울강남구,정규직,사원급외,,
7018,[주4.5일제] AI 개발자 채용,/Recruit/GI_Read/42797810?rPageCode=SL&logpath=21,㈜유비씨,"['경력2년↑', '대졸↑', '경기안양시', '정규직외', '', '주임~대리급외']","BigData, 시스템 개발, Azure, AI 모델 개발, 솔루션, Python, Scikit-Learn, 딥러닝, Linux, 소프트웨어개발",경력2년↑,대졸↑,경기안양시,정규직외,,주임~대리급외,
7019,"(주)엔비코어 개발자 신입,경력 모집",/Recruit/GI_Read/42796340?rPageCode=SL&logpath=21,엔비코어(NBcore),"['경력무관', '학력무관', '대전유성구외', '정규직']","PLC 미들웨어 개발,  서버프로그램, PC프로그래머, 소프트웨어개발",경력무관,학력무관,대전유성구외,정규직,,,
7020,[정규] 시스템 엔지니어 채용 (SDS모니터링솔루션 시스템운영 업무),/Recruit/GI_Read/42795993?rPageCode=SL&logpath=21,㈜리버스아이티,"['경력10년↑', '초대졸↑', '서울마포구', '정규직', '과장~차장급']","Linux, DBMS, ElasticSearch, Logstash, kafka, Kibana, nginx, postgresql, Redis, Zookeeper, Sentinel, 소프트웨어개발, 서버관리",경력10년↑,초대졸↑,서울마포구,정규직,과장~차장급,,
7021,(주)그린파워 AI 머신비전 S/W 인력 모집,/Recruit/GI_Read/42802387?rPageCode=SL&logpath=21,㈜그린파워,"['경력무관', '대졸↑', '경기화성시', '정규직', '사원급외']","전자, 전기",경력무관,대졸↑,경기화성시,정규직,사원급외,,
7022,(주)에즈금융서비스 전산팀 신입/경력직 채용,/Recruit/GI_Read/42802289?rPageCode=SL&logpath=21,㈜에즈금융서비스,"['신입·경력', '고졸↑', '서울영등포구외', '정규직', '2,650만원이상', '사원급외']","손해보험, IT헬프데스크, 생명보험, 네트워크관리",신입·경력,고졸↑,서울영등포구외,정규직,"2,650만원이상",사원급외,
7023,2023년 생산기술 신입/경력 채용 모집,/Recruit/GI_Read/42799706?rPageCode=SL&logpath=21,이에프코리아㈜,"['신입·경력', '학력무관', '경기파주시', '정규직', '3,500~5,000만원', '주임~대리급외']","건축자재, 금속, 메카트로닉스, 자동화라인, 자동화설비, PLC, 금속가공, 생산기술, 자동제어",신입·경력,학력무관,경기파주시,정규직,"3,500~5,000만원",주임~대리급외,
7024,[케이씨넷] 사업관리 및 기획 인재 모집,/Recruit/GI_Read/42799616?rPageCode=SL&logpath=21,㈜케이씨넷,"['경력무관', '대졸↑', '서울금천구', '정규직', '사원급외']","인큐베이팅, 제안·컨설팅, PM, IT컨설팅",경력무관,대졸↑,서울금천구,정규직,사원급외,,
7025,"AI연구소 - 프론트엔드, 백엔드 개발자 및 팀장급 AI 연구원",/Recruit/GI_Read/42798564?rPageCode=SL&logpath=21,㈜아이스크림아트,"['경력5년↑', '학력무관', '서울강남구', '정규직', '과장~차장급외']","GUI, 예체능학원, SI개발, 딥러닝, 서버관리, 인공지능, 디자인학원, 미술, 이미지프로세싱, 보습학원, 인터페이스, 유아교육, 반응형웹, 클라이언트, 핀테크, HTTP, 모델링",경력5년↑,학력무관,서울강남구,정규직,과장~차장급외,,
7026,웹.앱 프로그램 개발 / 스마트 공장 SW융합 솔루션 연구 개발 / AI.DX.IoT,/Recruit/GI_Read/42798249?rPageCode=SL&logpath=21,코아시스템,"['신입·경력3년↑', '대졸↑', '경남창원시외', '정규직', '주임~대리급외']","소프트웨어개발, SI, SM",신입·경력3년↑,대졸↑,경남창원시외,정규직,주임~대리급외,,
7027,"(주)에실로코리아 IT Assistant Manager 채용 (정규직, 경력)",/Recruit/GI_Read/42796395?rPageCode=SL&logpath=21,㈜에실로코리아,"['신입·경력2년↑', '초대졸↑', '인천서구외', '정규직', '주임~대리급외']",의료기기,신입·경력2년↑,초대졸↑,인천서구외,정규직,주임~대리급외,,
7028,"백엔드 개발자 (JSP, Spring, Java) 경력자 모집 공고",/Recruit/GI_Read/42795986?rPageCode=SL&logpath=21,뎁스,"['경력1년↑', '학력무관', '경남창원시외', '정규직']","모바일앱개발, 소프트웨어개발",경력1년↑,학력무관,경남창원시외,정규직,,,
7029,Windows 프로그래머를 모십니다,/Recruit/GI_Read/42805389?rPageCode=SL&logpath=21,㈜올링크,"['경력무관', '학력무관', '서울영등포구', '정규직', '과장~차장급외']","모바일앱개발, 솔루션, visual c++, Windows, VC++, 클라이언트, 윈도우프로그램, MFC, 소프트웨어개발, 윈도우시스템",경력무관,학력무관,서울영등포구,정규직,과장~차장급외,,
7030,[8퍼센트] 기술 보안 담당자 모집,/Recruit/GI_Read/42804567?rPageCode=SL&logpath=21,㈜에잇퍼센트,"['신입·경력2년↑', '학력무관', '서울영등포구', '정규직', '사원급외']","네트워크관리, 방화벽, 인터넷금융, 보안관제, 네트워크관리, 정보보안, 핀테크",신입·경력2년↑,학력무관,서울영등포구,정규직,사원급외,,
7031,[카카오자회사] SAP ABAP 개발자 채용,/Recruit/GI_Read/42801097?rPageCode=SL&logpath=21,디케이테크인,"['경력3년↑', '학력무관', '경기성남시외', '정규직', '팀원']","SI개발, SAP, ABAP, 소프트웨어개발",경력3년↑,학력무관,경기성남시외,정규직,팀원,,
7032,[팀퀘스트] 게임 운영사업 모집,/Recruit/GI_Read/42797857?rPageCode=SL&logpath=21,팀퀘스트,"['경력무관', '고졸↑', '서울영등포구', '정규직', '사원급']","고객문의분석, 게임운영관리",경력무관,고졸↑,서울영등포구,정규직,사원급,,
7033,(신입/운영)시스템운영자(SE/TA) 모집,/Recruit/GI_Read/42796495?rPageCode=SL&logpath=21,㈜웨어포인트,"['신입', '초대졸↑', '서울송파구외', '정규직', '사원급외']","클라우드, AWS, SE, TA, BigData, SM, WAS, 시스템운영, 서버관리",신입,초대졸↑,서울송파구외,정규직,사원급외,,
7034,PHP 웹개발 프론트엔드 모십니다.,/Recruit/GI_Read/42804838?rPageCode=SL&logpath=21,㈜오프너스,"['경력', '학력무관', '서울송파구', '정규직외', '', '주임~대리급외']","GUI, 서버관리, 인터넷금융, 컨텐츠, 인터페이스, 인터넷부동산, 커뮤니티, 반응형웹, 클라이언트, 포털",경력,학력무관,서울송파구,정규직외,,주임~대리급외,
7035,IT보안 기술지원 엔지니어 채용,/Recruit/GI_Read/42803864?rPageCode=SL&logpath=21,다온시스템즈,"['신입·경력', '고졸↑', '서울광진구외', '정규직']","유지보수, 유지보수, 정보보안, 보안, 보안관제, 정보보안, IT컨설팅, 유지보수",신입·경력,고졸↑,서울광진구외,정규직,,,
7036,[정규직] 모바일 게임 운영 담당자 모집 (신입/경력),/Recruit/GI_Read/42801630?rPageCode=SL&logpath=21,게임덱스,"['신입·경력', '학력무관', '경기성남시', '정규직', '사원급외']",사이트관리,신입·경력,학력무관,경기성남시,정규직,사원급외,,
7037,[나비프라] (개발경력3년 이상) 프론트엔드 개발자 채용,/Recruit/GI_Read/42801086?rPageCode=SL&logpath=21,㈜나비프라,"['경력3년↑', '대졸↑', '서울서초구외', '정규직', '5,000~10,000만원', '주임~대리급외']","vue.js, 소프트웨어개발",경력3년↑,대졸↑,서울서초구외,정규직,"5,000~10,000만원",주임~대리급외,
7038,[깨봉수학] 백엔드(Back-End) 개발자 정규직 채용 (경력),/Recruit/GI_Read/42798426?rPageCode=SL&logpath=21,이쿠얼키㈜,"['경력2년↑', '대졸↑', '서울강남구', '정규직']","데이터관리, django, 인터넷교육, 백엔드/서버개발, springboot",경력2년↑,대졸↑,서울강남구,정규직,,,
7039,"소프트웨어 개발 엔지니어 (웹, PHP)",/Recruit/GI_Read/42798352?rPageCode=SL&logpath=21,㈜에이럭스,"['경력무관', '초대졸↑', '경기성남시', '정규직', '3,100만원이상']",인터넷교육,경력무관,초대졸↑,경기성남시,정규직,"3,100만원이상",,
7040,딥러닝(컴퓨터 비전) 엔지니어 모집,/Recruit/GI_Read/42803256?rPageCode=SL&logpath=21,민트멤버스,"['경력2년↑', '대졸↑', '서울강남구', '정규직', '4,500~7,000만원', '팀원외']","B2B, B2C, 딥러닝, 인공지능",경력2년↑,대졸↑,서울강남구,정규직,"4,500~7,000만원",팀원외,
7041,협업Tool 개발/운영 및 관리(대형 이커머스사),/Recruit/GI_Read/42620292?rPageCode=SL&logpath=2,㈜엠아이티마스,"['경력2년↑', '초대졸↑', '서울송파구', '정규직']","시스템운영, 시스템운영",경력2년↑,초대졸↑,서울송파구,정규직,,,
7042,"[투씨에스지] JAVA 프론트엔드, 백엔드 개발자(경력) 채용",/Recruit/GI_Read/42598401?rPageCode=SL&logpath=2,㈜투씨에스지,"['경력3년↑', '학력무관', '서울구로구', '정규직', '주임~대리급외']","GUI, SI개발, 보안소프트웨어, 서버관리, 인터페이스, 반응형웹, 클라이언트, 핀테크, HTTP, 정보보안",경력3년↑,학력무관,서울구로구,정규직,주임~대리급외,,
7043,운영업무 함께하실 개발자 구함,/Recruit/GI_Read/42591523?rPageCode=SL&logpath=2,㈜프리몬,"['경력5년↑', '대졸↑', '서울강남구외', '정규직', '500만원이상(월)', '과장~차장급']","모바일앱개발, SI개발, 유지보수, SI개발, 네트워크관리, 시스템분석, 시스템운영, 통신설비, 서버관리, 시스템설계, 서버구축, 시스템분석, 정보보안, 클라이언트, SI개발, 시스템설계, 정보통신, 클라이언트",경력5년↑,대졸↑,서울강남구외,정규직,500만원이상(월),과장~차장급,
7044,[판교/슈어소프트테크] 연구/검증/개발자 경력직 채용,/Recruit/GI_Read/42588671?rPageCode=SL&logpath=2,㈜에이치앤티아웃소싱시스템,"['경력', '학력무관', '경기성남시외', '정규직']",빅데이터,경력,학력무관,경기성남시외,정규직,,,
7045,[외국계 대기업 IT A사/강남] Technician 채용 (영어가능자),/Recruit/GI_Read/42585478?rPageCode=SL&logpath=2,퍼솔켈리코리아 유한회사,"['경력1년↑', '초대졸↑', '서울강남구외', '계약직외']","정보통신, 전자통신, 테스터, 통신설비, 무선통신, 무선통신, 광통신, 정보통신, 위성통신, 검증, 소프트웨어개발",경력1년↑,초대졸↑,서울강남구외,계약직외,,,
