,타이틀,링크,회사명,태그,설명,태그1,태그2,태그3,태그4,태그5,태그6,태그7
3993,응용프로그래머 모집 (신입 및 경력),/Recruit/GI_Read/42934748?rPageCode=SL&logpath=21,㈜오토웨어,"['신입·경력', '초대졸↑', '경기수원시외', '정규직', '3,300~5,500만원']","SI개발, 펌웨어, 정보통신, 서버구축, 시스템분석, 시스템운영, 시스템분석, 정보보안, 클라이언트, SI개발, 시스템설계, 제어·설계, 장비제어, 아키텍처, 반도체 장비제어, 시스템설계, 서버관리, 네트워크관리",신입·경력,초대졸↑,경기수원시외,정규직,"3,300~5,500만원",,
3994,(주)헌터더글라스코리아 IT팀 인재채용,/Recruit/GI_Read/42934673?rPageCode=SL&logpath=21,㈜헌터더글라스코리아,"['경력', '초대졸↑', '서울서초구', '정규직', '사원급외']","SI개발, 시스템운영, 가구, 서버관리, 네트워크관리",경력,초대졸↑,서울서초구,정규직,사원급외,,
3995,(현대카드/연3122만) 법인카드운영팀 데이터 분석관리 채용-면접10/10,/Recruit/GI_Read/42933923?rPageCode=SL&logpath=21,㈜제이앤비컨설팅,"['경력', '고졸↑', '서울영등포구외', '계약직', '3,122만원이상', '사원급외']","전산입력, 데이터관리, 행정, 시장조사, DBMS, 설문조사, 통계·분석, 문서작성, 신용카드사, 데이터마이닝, 서무, 문서관리, DW모델러, 시장분석, DB튜닝",경력,고졸↑,서울영등포구외,계약직,"3,122만원이상",사원급외,
3996,[메타넷티플랫폼] 시스템 운영 PL (경력),/Recruit/GI_Read/42933544?rPageCode=SL&logpath=21,㈜메타넷티플랫폼,"['경력3년↑', '학력무관', '서울종로구', '정규직']","스토리지, 하드웨어, 유지보수",경력3년↑,학력무관,서울종로구,정규직,,,
3997,C#/Winforms/WPF 신입/경력 개발자 모집,/Recruit/GI_Read/42932979?rPageCode=SL&logpath=21,㈜텍트원,"['신입·경력', '학력무관', '경기안양시', '정규직', '팀원']","솔루션, 소프트웨어개발",신입·경력,학력무관,경기안양시,정규직,팀원,,
3998,C#기반 소프트웨어 개발자(신입/경력) 채용,/Recruit/GI_Read/42932205?rPageCode=SL&logpath=21,㈜케이솔루션즈,"['신입·경력3년↑', '초대졸↑', '서울금천구', '정규직', '3,200~4,500만원', '사원급외']","인터페이스, SI개발, 클라이언트, SI개발, 시스템설계, 소프트웨어개발",신입·경력3년↑,초대졸↑,서울금천구,정규직,"3,200~4,500만원",사원급외,
3999,SW 교육 운영 (신입/경력),/Recruit/GI_Read/42931324?rPageCode=SL&logpath=21,모두의연구소,"['경력1년↑', '초대졸↑', '서울강남구', '정규직']","교육운영, React, 인터넷교육, 교육행정, 교육기획, SW, 교육진행, Node, 교육콘텐츠개발, AI, 교재개발",경력1년↑,초대졸↑,서울강남구,정규직,,,
4000,[민트영어] 프로그램팀 개발파트 인재 채용 (기획/개발),/Recruit/GI_Read/42930918?rPageCode=SL&logpath=21,㈜에듀서브,"['신입·경력3년↑', '대졸↑', '서울구로구', '정규직외', '', '사원급외']","모바일앱개발, GUI, 인터페이스, NPM, Nuxt.js, vue.js, 인터페이스, GIT, 반응형웹, 소프트웨어개발",신입·경력3년↑,대졸↑,서울구로구,정규직외,,사원급외,
4001,시스템엔지니어 신입/경력 모집(정규직)-서초,/Recruit/GI_Read/42930380?rPageCode=SL&logpath=21,㈜지메이트시스템즈,"['신입·경력3년↑', '고졸↑', '서울서초구', '정규직']",네트웍구축,신입·경력3년↑,고졸↑,서울서초구,정규직,,,
4002,[나이키코리아] IT Infra Specialist Senior 채용(Tech Leader),/Recruit/GI_Read/42930327?rPageCode=SL&logpath=21,디티에스,"['경력무관', '대졸↑', '서울강남구', '정규직', '7,000만원이상', '과장~차장급']","솔루션, 시스템운영",경력무관,대졸↑,서울강남구,정규직,"7,000만원이상",과장~차장급,
4003,엑스티 QA(경력) 모집. 웹/앱 서비스 QA 및 서비스 운영,/Recruit/GI_Read/42930097?rPageCode=SL&logpath=21,㈜엑스티(XT),"['경력3년↑', '대졸↑', '서울마포구', '정규직', '주임~대리급외']","테스터, 웹마스터, 검증, 웹에이전시",경력3년↑,대졸↑,서울마포구,정규직,주임~대리급외,,
4004,sw 품질테스트 -대기업 커리어 도움,/Recruit/GI_Read/42535226?rPageCode=SL&logpath=2,보보스링크㈜,"['신입·경력', '고졸↑', '경기평택시', '정규직', '2,413만원이상']","테스터, 검증",신입·경력,고졸↑,경기평택시,정규직,"2,413만원이상",,
4005,패션테크플랫폼(PHP웹앱) 개발자 채용 (신당역 도보 30초),/Recruit/GI_Read/42930070?rPageCode=SL&logpath=21,단하루,"['경력3년↑', '학력무관', '서울중구', '정규직', '사원급외']","안드로이드, 아이폰, 모바일, 모바일App",경력3년↑,학력무관,서울중구,정규직,사원급외,,
4006,3D 모델링 담당자 채용,/Recruit/GI_Read/42929969?rPageCode=SL&logpath=21,㈜XOsoft,"['경력', '학력무관', '서울마포구', '정규직외', '', '주임~대리급외']","모바일앱게임, 애니메이션, 캐릭터, 보드게임, 모델링",경력,학력무관,서울마포구,정규직외,,주임~대리급외,
4007,[IT기획자&개발자]] 디지털 프로덕트 그룹 Back-end개발자 채용 - MONKi,/Recruit/GI_Read/42929028?rPageCode=SL&logpath=21,㈜먼슬리키친,"['경력3년↑', '학력무관', '서울강남구외', '정규직']","트래픽 서비스, JavaScript, SI개발, 프랜차이즈, MSA, Nodejs, 서버관리, ES6, PG, 정산시스템, 백오피스, 프레임워크, 클라이언트, API, express",경력3년↑,학력무관,서울강남구외,정규직,,,
4008,모바일 앱 개발자 채용 (경력 모집),/Recruit/GI_Read/42928826?rPageCode=SL&logpath=21,주식회사 아이티엘,"['경력2년↑', '초대졸↑', '서울서초구', '정규직', '팀원']","인터페이스, SI개발",경력2년↑,초대졸↑,서울서초구,정규직,팀원,,
4009,"기술연구소 정규직 연구인력(Java,기타) 개발자 및 PM,PL 인력을 모집합니다.(신입,경력,병특(병특-석사이상))",/Recruit/GI_Read/42928787?rPageCode=SL&logpath=21,㈜파인씨앤아이,"['경력무관', '초대졸↑', '서울송파구', '정규직외', '', '3,000~6,000만원']","BigData, 솔루션, OLAP, 소프트웨어개발",경력무관,초대졸↑,서울송파구,정규직외,,"3,000~6,000만원",
4010,전산팀 채용,/Recruit/GI_Read/42936802?rPageCode=SL&logpath=21,아레나코리아㈜,"['경력3년↑', '학력무관', '서울송파구', '정규직', '팀원']","유지보수, 남성의류, 패션, 보안관제, 여성의류, 의류, 네트워크관리, 정보보안, 인프라, IT개발 데이터",경력3년↑,학력무관,서울송파구,정규직,팀원,,
4011,트랙체인 경력 채용 - 퍼블리셔,/Recruit/GI_Read/42935352?rPageCode=SL&logpath=21,㈜트랙체인,"['경력5년↑', '학력무관', '서울영등포구', '정규직외', '', '주임~대리급외']","웹표준·웹접근성, 솔루션, 반응형웹, 웹마스터, 인터페이스, 반응형웹, 소프트웨어개발",경력5년↑,학력무관,서울영등포구,정규직외,,주임~대리급외,
4012,"DBA(양재동, 공공, 12개월, 고급, ORACLE)",/Recruit/GI_Read/42935142?rPageCode=SL&logpath=21,㈜이네스닷컴,"['경력10년↑', '학력무관', '서울은평구외', '정규직외']","SM, 데이터관리, DBMS, SI, 모델링, 데이터마이닝, DB튜닝",경력10년↑,학력무관,서울은평구외,정규직외,,,
4013,[아이리스코리아 송도]시스템팀 시스템 담당자 채용(경력),/Recruit/GI_Read/42934494?rPageCode=SL&logpath=21,㈜아이리스코리아,"['경력3년↑', '고졸↑', '인천연수구', '정규직', '주임~대리급외']","데이터관리, SI개발, 시스템운영, 생활용품, 소비재, 시스템설계, 서버관리",경력3년↑,고졸↑,인천연수구,정규직,주임~대리급외,,
4014,(계약직/경력) 웹퍼블리셔 채용 - 디시인사이드,/Recruit/GI_Read/42932909?rPageCode=SL&logpath=21,㈜디시인사이드,"['경력3년↑', '초대졸↑', '서울강남구', '계약직', '주임~대리급외']","웹표준·웹접근성, GUI, 컨텐츠, 반응형웹, 커뮤니티, 포털",경력3년↑,초대졸↑,서울강남구,계약직,주임~대리급외,,
4015,스타트업 개발자 및 디자이너 채용합니다,/Recruit/GI_Read/42931928?rPageCode=SL&logpath=21,㈜와이에스메타,"['경력3년↑', '학력무관', '서울송파구', '정규직', '4,000만원이상']","디자이너, 소프트웨어개발",경력3년↑,학력무관,서울송파구,정규직,"4,000만원이상",,
4016,"IDC 운영 기술지원 인재채용(주임/대리/과장급)[연봉 3,600만 부터/ 협의]",/Recruit/GI_Read/42930898?rPageCode=SL&logpath=21,㈜한누비아이티,"['경력무관', '학력무관', '경기하남시외', '정규직', '3,600만원이상', '주임~대리급외']","웹호스팅, 시스템운영, 네트웍구축, 네트워크관리, IDC",경력무관,학력무관,경기하남시외,정규직,"3,600만원이상",주임~대리급외,
4017,패션테크플랫폼(PHP웹앱) 개발자 채용 (신당역 도보 30초),/Recruit/GI_Read/42930275?rPageCode=SL&logpath=21,㈜시크블랙,"['경력3년↑', '학력무관', '서울중구', '정규직', '사원급외']","안드로이드, 아이폰, 모바일, 스마트폰, 모바일App",경력3년↑,학력무관,서울중구,정규직,사원급외,,
4018,"[보람그룹] 전산팀 개발자 채용 (JAVA, 넥사크로)",/Recruit/GI_Read/42929634?rPageCode=SL&logpath=21,보람정보산업㈜,"['경력3년↑', '초대졸↑', '서울중구', '정규직외']","인터페이스, 시스템운영, 상조서비스, 시스템분석, SI개발, 클라이언트, SI개발, 시스템설계, 장례서비스, 메타버스",경력3년↑,초대졸↑,서울중구,정규직외,,,
4019,"이러닝 HTML5 콘텐츠 개발/포팅, 경력 채용",/Recruit/GI_Read/42809418?rPageCode=SL&logpath=21,㈜스톰미디어,"['신입·경력', '학력무관', '서울서초구', '정규직']","CSS3, HTML5, JavaScript, jquery, 컨텐츠, SI개발",신입·경력,학력무관,서울서초구,정규직,,,
4020,[화물맨] 서버개발 및 웹 개발자 채용,/Recruit/GI_Read/42928583?rPageCode=SL&logpath=21,㈜화물맨,"['경력무관', '학력무관', '경기광주시', '정규직', '사원급외']","육상운송, 서버관리",경력무관,학력무관,경기광주시,정규직,사원급외,,
4021,링키영어 웹 개발 및 서버 관리 사원을 모십니다.,/Recruit/GI_Read/42936700?rPageCode=SL&logpath=21,㈜리마커블,"['경력3년↑', '학력무관', '경기성남시외', '정규직', '3,800~4,200만원', '사원급외']","인터페이스, SI개발, 서버관리, 챗봇, 영어학원, SI개발, 음성인식, 클라이언트, 핀테크, 핀테크, HTTP",경력3년↑,학력무관,경기성남시외,정규직,"3,800~4,200만원",사원급외,
4022,라임프렌즈 PHP 경력 개발자 채용,/Recruit/GI_Read/42934070?rPageCode=SL&logpath=21,라임프렌즈,"['경력3년↑', '고졸↑', '서울금천구', '정규직외']","모바일앱개발, BigData, BI, SI, 소프트웨어개발",경력3년↑,고졸↑,서울금천구,정규직외,,,
4023,IT사업부) 웹 개발 및 운영자 모집,/Recruit/GI_Read/42932856?rPageCode=SL&logpath=21,㈜마이원,"['경력3년↑', '학력무관', '서울성북구', '정규직', '3,300만원이상']","홍보대행, 이벤트대행, 국제회의, 컨벤션",경력3년↑,학력무관,서울성북구,정규직,"3,300만원이상",,
4024,[데브툴즈] Back-end개발자 채용,/Recruit/GI_Read/42920563?rPageCode=SL&logpath=21,㈜데브툴즈,"['경력무관', '학력무관', '경기안양시외', '정규직']","Back End, 블록체인, 소프트웨어개발",경력무관,학력무관,경기안양시외,정규직,,,
4025,(주)디지털대성 IT운영실(서버 및 보안관리 담당) 신입/경력 채용,/Recruit/GI_Read/42932116?rPageCode=SL&logpath=21,㈜디지털대성,"['신입·경력1년↑', '초대졸↑', '서울서초구', '정규직', '사원급외']","시스템운영, 입시학원, 방화벽, 네트워크관리, 서버관리",신입·경력1년↑,초대졸↑,서울서초구,정규직,사원급외,,
4026,KB손해보험 업무(S/W) 개발자 모집,/Recruit/GI_Read/42931293?rPageCode=SL&logpath=21,㈜코비엔,"['경력3년↑', '학력무관', '서울강남구', '정규직외', '', '500~750만원(월)']","SM, 솔루션, SI개발, 소프트웨어개발",경력3년↑,학력무관,서울강남구,정규직외,,500~750만원(월),
4027,(주)아이옵스 인공위성 소프트웨어 (Web) 개발자 채용,/Recruit/GI_Read/42930234?rPageCode=SL&logpath=21,㈜아이옵스,"['신입·경력', '대졸↑', '대전유성구', '정규직', '사원급외']","GUI, SI개발, 시스템분석, 클라이언트, SI개발, 인터페이스, 아키텍처, 시스템설계, 반응형웹, 클라이언트, 핀테크, HTTP",신입·경력,대졸↑,대전유성구,정규직,사원급외,,
4028,[성수/중식제공] 프론트엔드 개발자 채용(2년이상),/Recruit/GI_Read/42927772?rPageCode=SL&logpath=21,㈜부드러운돌멩이,"['경력2년↑', '대졸↑', '서울성동구', '정규직', '주임~대리급']","모바일앱개발, GUI, SM, 솔루션, SI, 인터페이스, 반응형웹, 소프트웨어개발",경력2년↑,대졸↑,서울성동구,정규직,주임~대리급,,
4029,IT 헬프데스크 업무,/Recruit/GI_Read/42933595?rPageCode=SL&logpath=21,이엠룩,"['경력무관', '초대졸↑', '서울서초구', '정규직', '사원급외']","SM, IT헬프데스크, 솔루션, 테스터, SI, 소프트웨어개발",경력무관,초대졸↑,서울서초구,정규직,사원급외,,
4030,2023년 하반기 웹/앱 프로그래머 상시채용,/Recruit/GI_Read/42933161?rPageCode=SL&logpath=21,유브갓프렌즈㈜,"['경력3년↑', '초대졸↑', '서울금천구외', '정규직외', '', '사원급외']","모바일앱개발, SM, 솔루션, SI, 소프트웨어개발",경력3년↑,초대졸↑,서울금천구외,정규직외,,사원급외,
4031,안드로이드(AOS) 앱 개발자 채용 (JAVA가능 앱 개발자),/Recruit/GI_Read/42930656?rPageCode=SL&logpath=21,제이브로컴퍼니,"['경력무관', '학력무관', '서울강남구', '정규직', '사원급외']","모바일앱개발, 소프트웨어개발",경력무관,학력무관,서울강남구,정규직,사원급외,,
4032,2023년 (주)노리앤드 앱개발자 모집,/Recruit/GI_Read/42930521?rPageCode=SL&logpath=21,노리앤드,"['경력무관', '학력무관', '서울금천구', '정규직']","솔루션, SI개발, SCM, 소프트웨어개발",경력무관,학력무관,서울금천구,정규직,,,
4033,Android 개발자 정규직 신입/경력 모집합니다 (희망연봉 필수),/Recruit/GI_Read/42936319?rPageCode=SL&logpath=21,㈜스티브랩스,"['신입·경력1년↑', '고졸↑', '서울강서구', '정규직', '사원급외']","모바일앱개발, 솔루션, 소프트웨어개발",신입·경력1년↑,고졸↑,서울강서구,정규직,사원급외,,
4034,프론트엔드 개발자 모집(정규직&계약직),/Recruit/GI_Read/42931957?rPageCode=SL&logpath=21,소프트랩스,"['경력1년↑', '고졸↑', '서울금천구', '정규직외', '', '사원급외']",웹에이전시,경력1년↑,고졸↑,서울금천구,정규직외,,사원급외,
4035,2023년 (주)노리앤드 Front-End 개발자 모집,/Recruit/GI_Read/42930729?rPageCode=SL&logpath=21,노리앤드,"['경력무관', '학력무관', '서울금천구', '정규직']","GUI, 솔루션, 인터페이스, SCM, 소프트웨어개발",경력무관,학력무관,서울금천구,정규직,,,
4036,[페리굿] 실사 위주의 VR 3D콘텐츠 모델러를 채용합니다,/Recruit/GI_Read/42936202?rPageCode=SL&logpath=21,페리굿,"['경력무관', '학력무관', '서울구로구외', '정규직']","모바일앱게임, 유니티, Unity, CG, 3D모델링, 애니메이션",경력무관,학력무관,서울구로구외,정규직,,,
4037,각 부문별 경력 직원 채용 (경리회계),/Recruit/GI_Read/42930834?rPageCode=SL&logpath=21,㈜핸디비전,"['신입·경력', '학력무관', '경기수원시외', '정규직외', '', '주임~대리급외']","빅데이터, 솔루션영업, 머신비전, 머신비전 및 딥러닝 알고리즘 개발, 솔루션, 딥러닝, SI, 인공지능, 비전검사 S/W 알고리즘 개발, 기술영업, 기술지원, 소프트웨어개발, 경리회계",신입·경력,학력무관,경기수원시외,정규직외,,주임~대리급외,
4038,반응형 웹 퍼블리셔를 모십니다.(정규직/계약직),/Recruit/GI_Read/42930600?rPageCode=SL&logpath=21,㈜레드우드케이,"['경력2년↑', '대졸↑', '서울성동구', '정규직외']","BigData, CRM, 반응형웹",경력2년↑,대졸↑,서울성동구,정규직외,,,
4039,㈜푸드테크 IT부문 데이터 엔지니어 채용,/Recruit/GI_Read/42928387?rPageCode=SL&logpath=21,㈜푸드테크,"['경력무관', '서울강남구', '정규직']","빅데이터, 데이터레이크, ETL, 소프트웨어개발, 데이터파이프라인",경력무관,서울강남구,정규직,,,,
4040,[첫차]와 함께 할 프로덕트매니저(PM)를 찾습니다.,/Recruit/GI_Read/42934930?rPageCode=SL&logpath=21,미스터픽,"['신입·경력1년↑', '학력무관', '서울강남구', '정규직']","데이터관리, 시장조사, 데이터분석, 앱기획, UI·UX기획, 콘텐츠기획, 스토리보드, 브랜드기획, 데이터마이닝, 서비스기획, 시장분석, 데이터분석",신입·경력1년↑,학력무관,서울강남구,정규직,,,
4041,자바 (JAVA) 개발 경력직 채용,/Recruit/GI_Read/42931179?rPageCode=SL&logpath=21,㈜드림시큐리티,"['신입·경력', '학력무관', '서울성동구', '정규직']","네트워크보안, 서버관리, 정보보안, 클라이언트, 아키텍처, 클라이언트, 보안컨설팅, 정보보안",신입·경력,학력무관,서울성동구,정규직,,,
4042,sw 품질테스트 -대기업 커리어 도움,/Recruit/GI_Read/42535226?rPageCode=SL&logpath=2,보보스링크㈜,"['신입·경력', '고졸↑', '경기평택시', '정규직', '2,413만원이상']","테스터, 검증",신입·경력,고졸↑,경기평택시,정규직,"2,413만원이상",,
4043,IT Infra 정규직 전산 담당자 신입/경력 채용 (판교근무가능자),/Recruit/GI_Read/42930786?rPageCode=SL&logpath=21,아이티스정보통신㈜,"['경력무관', '고졸↑', '경기성남시', '정규직']","소프트웨어, 솔루션운영 업무 보조, 하드웨어, 네트워크관리, 정보보안, 컴퓨터, AS, 네트워크관리, 유지보수",경력무관,고졸↑,경기성남시,정규직,,,
4044,[아라마크/Aramark] 본사 IT팀 전산지원(Helpdesk),/Recruit/GI_Read/42935117?rPageCode=SL&logpath=21,아라마크㈜,"['신입·경력2년↑', '학력무관', '서울마포구', '정규직', '주임~대리급']","구내식당, 서버관리",신입·경력2년↑,학력무관,서울마포구,정규직,주임~대리급,,
4045,JAVA/JSP/Spring Boot 웹개발/웹프로그래머 초급이상 채용 (명학역 부근),/Recruit/GI_Read/42924413?rPageCode=SL&logpath=21,㈜오상테크놀로지,"['신입·경력1년↑', '학력무관', '경기안양시', '정규직외', '', '사원급외']","SM, SI",신입·경력1년↑,학력무관,경기안양시,정규직외,,사원급외,
4046,(주)푸드테크 IT부문 퍼블리셔 채용,/Recruit/GI_Read/42928389?rPageCode=SL&logpath=21,㈜푸드테크,"['경력무관', '서울강남구외', '정규직']","웹표준·웹접근성, GUI, 시스템운영, 반응형웹, 네트워크관리, 웹마스터, 서버구축, 소프트웨어개발",경력무관,서울강남구외,정규직,,,,
4047,㈜푸드테크 IT부문 백엔드 개발자 채용,/Recruit/GI_Read/42928383?rPageCode=SL&logpath=21,㈜푸드테크,"['경력', '서울강남구', '정규직']",소프트웨어개발,경력,서울강남구,정규직,,,,
4048,[싸이버원] 연구개발부 신입/경력 채용,/Recruit/GI_Read/42932935?rPageCode=SL&logpath=21,㈜싸이버원,"['신입·경력3년↑', '학력무관', '서울서초구', '정규직']","JavaScript, 네트워크보안, 시스템운영, 방화벽, 보안소프트웨어, 정보보안, 보안컨설팅, 인프라, 정보보안",신입·경력3년↑,학력무관,서울서초구,정규직,,,
4049,주식회사 필로소피 PHP개발자 채용,/Recruit/GI_Read/42927742?rPageCode=SL&logpath=21,㈜필로소피,"['경력무관', '학력무관', '서울용산구', '정규직']",쇼핑몰,경력무관,학력무관,서울용산구,정규직,,,
4050,웹 애플리케이션 개발자,/Recruit/GI_Read/42930407?rPageCode=SL&logpath=21,㈜플랜잇헬스케어 (PLANIT,"['경력무관', '학력무관', '서울강남구', '정규직', '3,500~8,000만원', '사원급']",소프트웨어개발,경력무관,학력무관,서울강남구,정규직,"3,500~8,000만원",사원급,
4051,회사와 함께할 웹개발자 모집 합니다.,/Recruit/GI_Read/42930492?rPageCode=SL&logpath=21,㈜에버에듀시스템,"['경력무관', '학력무관', '서울마포구외', '정규직']","SI개발, 반응형웹",경력무관,학력무관,서울마포구외,정규직,,,
4052,(주)디지털대성 디자인실(웹 퍼블리셔) 신입/경력 채용,/Recruit/GI_Read/42932134?rPageCode=SL&logpath=21,㈜디지털대성,"['신입·경력1년↑', '초대졸↑', '서울서초구', '정규직', '사원급외']","웹표준·웹접근성, 입시학원, 반응형웹, 웹마스터",신입·경력1년↑,초대졸↑,서울서초구,정규직,사원급외,,
4053,[엔키아] 신제품 프론트엔드(React) 개발자(신입),/Recruit/GI_Read/42928581?rPageCode=SL&logpath=21,㈜엔키아,"['신입', '대졸↑', '경기성남시', '정규직']","SI개발, 솔루션, 서버관리, 반응형웹, 클라이언트, 핀테크, HTTP",신입,대졸↑,경기성남시,정규직,,,
4054,"(정규직)웹퍼블리셔 (html,css,javascript) 초급 경력자 모집",/Recruit/GI_Read/42935420?rPageCode=SL&logpath=21,삼도리(samdory),"['신입·경력1년↑', '초대졸↑', '서울금천구외', '정규직', '2,700~2,900만원']",웹표준·웹접근성,신입·경력1년↑,초대졸↑,서울금천구외,정규직,"2,700~2,900만원",,
4055,"[이지스] 웹개발자 모집(신입/경력) - 드론, 메타버스, 디지털트윈 분야",/Recruit/GI_Read/42932519?rPageCode=SL&logpath=21,㈜이지스,"['신입·경력', '대졸↑', '서울구로구', '정규직', '3,300만원이상', '사원급외']","솔루션, 소프트웨어개발",신입·경력,대졸↑,서울구로구,정규직,"3,300만원이상",사원급외,
4056,디지털트윈 서비스 플랫폼 신입/경력직 개발자 모집,/Recruit/GI_Read/42928878?rPageCode=SL&logpath=21,㈜디타스,"['신입·경력', '학력무관', '서울서초구외', '정규직']","BigData, 솔루션, SCM, 소프트웨어개발",신입·경력,학력무관,서울서초구외,정규직,,,
4057,[JAVA 백엔드 개발(신입/경력)] 정규직원 채용,/Recruit/GI_Read/42934631?rPageCode=SL&logpath=21,㈜페이시스,"['경력무관', '학력무관', '서울성동구', '정규직', '사원급외']",금융,경력무관,학력무관,서울성동구,정규직,사원급외,,
4058,[인픽스] 정규직 퍼블리셔를 모집합니다,/Recruit/GI_Read/42935812?rPageCode=SL&logpath=21,㈜인픽스,"['신입·경력', '학력무관', '서울강남구', '정규직']","웹표준·웹접근성, 모바일디자인, 인터페이스, 웹에이전시",신입·경력,학력무관,서울강남구,정규직,,,
4059,"[본사/분당]서비스 플랫폼 개발자, 솔루션 개발자 Backend / Frontend 모집",/Recruit/GI_Read/42934951?rPageCode=SL&logpath=21,㈜날리지포인트,"['신입·경력2년↑', '학력무관', '경기성남시외', '정규직', '3,000~3,200만원']","SM, JavaScript, SI개발, 솔루션, Nodejs, SI, SI개발, vuejs, Java, 소프트웨어개발, WAS",신입·경력2년↑,학력무관,경기성남시외,정규직,"3,000~3,200만원",,
4060,개발-사업성장률 300프로 진행중인 회사의 개발자모집,/Recruit/GI_Read/42931351?rPageCode=SL&logpath=21,㈜플러스하이,"['신입·경력', '학력무관', '서울구로구외', '정규직외', '', '3,500~7,000만원', '주임~대리급외']","솔루션, SI, 소프트웨어개발",신입·경력,학력무관,서울구로구외,정규직외,,"3,500~7,000만원",주임~대리급외
4061,[카카오페이] 보안 엔지니어 - 모의해킹 및 보안성 점검 담당자,/Recruit/GI_Read/42927440?rPageCode=SL&logpath=21,㈜카카오페이,"['경력10년↑', '학력무관', '경기성남시', '정규직']","금융, 방화벽, 보안관제, 정보보안, 핀테크",경력10년↑,학력무관,경기성남시,정규직,,,
4062,[카카오페이] 서버 개발자 - 금융 서비스,/Recruit/GI_Read/42927439?rPageCode=SL&logpath=21,㈜카카오페이,"['경력5년↑', '학력무관', '경기성남시', '정규직']","SI개발, 금융",경력5년↑,학력무관,경기성남시,정규직,,,
4063,[카카오페이] 인프라 - 시스템 엔지니어,/Recruit/GI_Read/42927437?rPageCode=SL&logpath=21,㈜카카오페이,"['경력7년↑', '학력무관', '경기성남시', '정규직']",금융,경력7년↑,학력무관,경기성남시,정규직,,,
4064,"대자인병원 행정직 (시설,재무,IT) 사원 채용",/Recruit/GI_Read/42926877?rPageCode=SL&logpath=21,대자인병원,"['경력무관', '초대졸↑', '전북전주시외', '계약직']","시스템운영, 종합병원, 네트워크관리",경력무관,초대졸↑,전북전주시외,계약직,,,
4065,[ALTIBASE] DBA/엔지니어 인원(신입),/Recruit/GI_Read/42926849?rPageCode=SL&logpath=21,㈜옥타곤솔루션,"['신입', '대졸↑', '경기성남시', '정규직']",데이터관리,신입,대졸↑,경기성남시,정규직,,,
4066,[(주)씨이랩] 기업부설연구소 전문연구요원 채용 (병역특례),/Recruit/GI_Read/42926776?rPageCode=SL&logpath=21,씨이랩,"['경력무관', '석사↑', '서울강남구', '정규직']",BigData,경력무관,석사↑,서울강남구,정규직,,,
4067,"세종기술(주) 자동화설비(2차전지) PC제어,머신비젼,CIM 및 PLC경력직 전장설계 인재모집",/Recruit/GI_Read/42926629?rPageCode=SL&logpath=21,세종기술㈜,"['신입·경력3년↑', '학력무관', '충남아산시외', '정규직', '주임~대리급외']","기계설비, 메카트로닉스, 메카트로닉스, CAD, PLC",신입·경력3년↑,학력무관,충남아산시외,정규직,주임~대리급외,,
4068,(주)다이나믹디자인 IT 분야 수시채용,/Recruit/GI_Read/42925519?rPageCode=SL&logpath=21,㈜다이나믹디자인,"['경력무관', '고졸↑', '광주북구', '계약직', '2,880만원이상', '사원급']","네트워크관리, 보안관제, 네트워크관리, 정보보안, 서버관리, 네트워크관리",경력무관,고졸↑,광주북구,계약직,"2,880만원이상",사원급,
4069,백엔드 엔지니어 시니어 (어드민),/Recruit/GI_Read/42925169?rPageCode=SL&logpath=21,발란,"['경력6년↑', '학력무관', '서울강남구외', '정규직', '4,000~10,000만원']","B2C, 서버관리, 전자상거래, 클라이언트",경력6년↑,학력무관,서울강남구외,정규직,"4,000~10,000만원",,
4070,인바이츠바이오코아(주) 임상 통계분석(STAT) 경력직 채용의 건,/Recruit/GI_Read/42924355?rPageCode=SL&logpath=21,인바이츠바이오코아㈜,"['경력1년↑', '대졸↑', '서울금천구', '정규직']","STAT, 생명공학, WinNonlin, 바이오, SAR, CRO, 임상통계, SAS, 데이터분석, SAP, TLF, CRA, 제약·바이오R&D, 의약, 임상개발, 임상시험, CRM, 통계분석",경력1년↑,대졸↑,서울금천구,정규직,,,
4071,전국전세버스공제조합 직원채용(전산) 공고,/Recruit/GI_Read/42924330?rPageCode=SL&logpath=21,전국전세버스운송사업조합연합,"['경력3년↑', '학력무관', '충북청주시', '정규직', '주임~대리급']","조합, 전산개발, 전산운영, 전산",경력3년↑,학력무관,충북청주시,정규직,주임~대리급,,
4072,신입/경력 전자지도 제작 및 관리자 채용 공고,/Recruit/GI_Read/42924162?rPageCode=SL&logpath=21,노블전자지도,"['경력무관', '초대졸↑', '서울영등포구', '정규직', '사원급외']",데이터관리,경력무관,초대졸↑,서울영등포구,정규직,사원급외,,
4073,슈퍼센트 게임 클라이언트 개발자 모집 (3년 이상),/Recruit/GI_Read/42924092?rPageCode=SL&logpath=21,슈퍼센트㈜,"['경력3년↑', '학력무관', '서울송파구', '정규직']","모바일앱게임, 클라이언트, 게임기획, 게임개발",경력3년↑,학력무관,서울송파구,정규직,,,
4074,[직방] Soma Client Software Engineer,/Recruit/GI_Read/42923666?rPageCode=SL&logpath=21,㈜직방,"['경력3년↑', '대졸↑', '서울강남구외', '정규직']",모바일App,경력3년↑,대졸↑,서울강남구외,정규직,,,
