링크,회사명,법인명,채용내용,태그,뱃지,근무지,모집구분,학력조건
/zf_user/jobs/relay/view?view_type=list&rec_idx=46615493,신흥에스이씨(주),신흥에스이씨그룹,전산담당 경력직모집,['C#JavaMSSQLVB.NETERP 외'],None,경남 양산시,경력 3년↑ · 정규직,"대학(2,3년)↑"
/zf_user/jobs/relay/view?view_type=list&rec_idx=46615473,(주)서린메디케어,서린바이오사이언스그룹,[서린메디케어] 기구 엔지니어 채용,"['펌웨어H', 'WS', 'W기구']",None,경기 화성시,경력 4년↑ · 정규직,"대학(2,3년)↑"
/zf_user/jobs/relay/view?view_type=list&rec_idx=46362201,(주)케이네트웍스,None,[서울/수도권] IT 필드엔지니어 채용(신입 지원 가능),['유지보수VPN기술지원CCTV'],None,서울 금천구,경력무관 · 정규직,"대학(2,3년)↑"
/zf_user/jobs/relay/view?view_type=list&rec_idx=46615467,(주)셀바스에이아이,셀바스에이아이그룹,[셀바스AI] 웹 프론트 개발 인재 채용 - 3년 이상,['앱개발웹개발웹마스터프론트엔드DevOps 외'],None,서울 금천구,3 ~ 10년 · 정규직,"대학(2,3년)↑"
/zf_user/jobs/relay/view?view_type=list&rec_idx=46614437,(주)비브스튜디오스,None,Solution Specialist,['C++뉴미디어3DMaxMaya'],None,서울 강남구 외,신입 · 경력 · 정규직,학력무관
/zf_user/jobs/relay/view?view_type=list&rec_idx=46603469,(주)티맥스핀테크,티맥스에이앤씨그룹,[TmaxFintech] 서비스/제품 기획 및 컨설팅 직군 채용,['IT컨설팅ICT컨설팅서비스기획컨설턴트PM(프로젝트매니저) 외'],None,경기 성남시 분당구,경력무관 · 정규직,대학교(4년)↑
/zf_user/jobs/relay/view?view_type=list&rec_idx=46603472,(주)티맥스핀테크,티맥스에이앤씨그룹,[TmaxFintech] 기술직군(기술지원엔지니어/QA) 채용,"['기술지원유지보수QA', '테스터SE(시스템엔지니어)솔루션 외']",None,경기 성남시 분당구,경력무관 · 정규직,대학교(4년)↑
/zf_user/jobs/relay/view?view_type=list&rec_idx=46283524,안진회계법인,None,[안진회계법인]리스크자문본부 IT&SA팀 IT Specialist 경력 채용,['IT컨설팅정보통신SAP'],None,서울 영등포구,신입 · 경력 · 정규직,대학교(4년)↑
/zf_user/jobs/relay/view?view_type=list&rec_idx=46463978,(주)케이티아이에스,케이티그룹,[월260만/여의도] 한화손해보험 KT회선관리 담당자 채용,"['SE(시스템엔지니어)네트워크솔루션인프라S', 'W 외']",100명 이상,서울 영등포구,경력무관 · 계약직,고졸↑
/zf_user/jobs/relay/view?view_type=list&rec_idx=46615414,(주)스마트코어,None,(주)스마트코어 프론트엔드 채용 (신입/경력),"['앱개발APIS', 'WAndroidHTML 외']",None,서울 금천구,신입 · 경력 · 정규직,고졸↑
/zf_user/jobs/relay/view?view_type=list&rec_idx=46462062,(주)스카이워크,None,[SKYWALK] SNG 여성향 게임 글로벌 (영미권 운영/서비스 PM,['데이터분석가GM(게임운영)해외영업글로벌마케팅시장조사 외'],None,서울 강남구,신입 · 경력 · 정규직,대학교(4년)↑
/zf_user/jobs/relay/view?view_type=list&rec_idx=46595407,(주)포시큐어,None,네트워크엔지니어 파트 신입 채용 (소재지 : 뚝섬역 근처),['정보보안네트워크방화벽인프라IDC 외'],None,서울 성동구,신입 · 정규직,"대학(2,3년)↑"
/zf_user/jobs/relay/view?view_type=list&rec_idx=46427607,코딩코리아(CodingKorea),None,[디몬스터] UI/UX 웹/앱 디자이너분을 모십니다~,['퍼블리셔앱디자인웹디자인일러스트레이터PhotoShop 외'],None,부산 금정구,경력 2년↑ · 정규직 외,학력무관
/zf_user/jobs/relay/view?view_type=list&rec_idx=46615388,(주)엘앤에스,None,"자동화 장비 개발 경력 사원 (자동화 장비,반도체 장비 SW 설계)","['S', 'WC#C++']",None,충남 천안시 서북구,경력 2년↑ · 정규직,"대학(2,3년)↑"
/zf_user/jobs/relay/view?view_type=list&rec_idx=46615382,(주)스마트코어,None,(주)스마트코어 백엔드 채용 (신입/경력),"['백엔드', '서버개발앱개발APIS', 'WAndroid 외']",IT개발·데이터 스크랩 급상승,서울 금천구,신입 · 경력 · 정규직,고졸↑
/zf_user/jobs/relay/view?view_type=list&rec_idx=46615343,(주)아임코어소프트,None,[정규직] JAVA/JSP 경력사원[팀장/차장급] 채용,"['백엔드', '서버개발앱개발웹개발프론트엔드Android 외']",None,서울 강남구,5 ~ 20년 · 정규직,"대학(2,3년)↑"
/zf_user/jobs/relay/view?view_type=list&rec_idx=46615336,산일전기(주),None,[IT 전산]서버/네트워크/보안/HW/SW 유지관리 담당자 채용,"['백엔드', '서버개발정보보안네트워크방화벽인프라 외']",None,경기 안산시 단원구,5 ~ 15년 · 정규직,학력무관
/zf_user/jobs/relay/view?view_type=list&rec_idx=46615235,오션스바이오(주),None,오션스바이오 모델개발팀 하드웨어 엔지니어 채용,"['임베디드H', 'WMCU회로설계PCB 외']",None,서울 용산구,경력 4년↑ · 정규직,학력무관
/zf_user/jobs/relay/view?view_type=list&rec_idx=46615208,(주)퓨처플랫폼,None,React개발자 채용(사세확장 채용 시 마감),['CSSGitHTMLJavascriptReact-Native 외'],None,서울 강서구,신입 · 경력 · 정규직,대학교(4년)↑
/zf_user/jobs/relay/view?view_type=list&rec_idx=46615197,(주)에버원소프트,None,[에버원소프트] JAVA 개발자 정규직 채용,"['백엔드', '서버개발웹개발프론트엔드Java']",None,충남 아산시,경력 2년↑ · 정규직,"대학(2,3년)↑"
/zf_user/jobs/relay/view?view_type=list&rec_idx=46615185,(주)헤렌,None,[탄탄한 스타트업] (주)헤렌 PHP 개발자(유지보수) 채용,"['백엔드', '서버개발유지보수라즈베리파이ApacheMySQL 외']",스타트업 인기 TOP100,서울 성동구,3 ~ 5년 · 정규직,학력무관
/zf_user/jobs/relay/view?view_type=list&rec_idx=46615164,(주)퓨처플랫폼,None,백엔드 개발자 채용(사세확장 채용 시 마감),"['백엔드', '서버개발풀스택유지보수IT컨설팅빅데이터 외']",None,서울 강서구,신입 · 경력 · 정규직,대학교(4년)↑
/zf_user/jobs/relay/view?view_type=list&rec_idx=46615157,(주)스마트콘,마핀그룹,[IT] Back-end개발자 / Front-end 개발자,"['백엔드', '서버개발유지보수APICSSDocker 외']",None,서울 강남구,경력 3년↑ · 정규직,"대학(2,3년)↑"
/zf_user/jobs/relay/view?view_type=list&rec_idx=46560931,(주)티맥스와플,티맥스에이앤씨그룹,[TmaxWAPL] 기술직군(기술지원엔지니어/QA) 채용,"['기술지원유지보수QA', '테스터SE(시스템엔지니어)솔루션 외']",None,경기 성남시 분당구,경력무관 · 정규직,대학교(4년)↑
/zf_user/jobs/relay/view?view_type=list&rec_idx=46615122,람다256(주),두나무그룹,[람다256] BaaS 플랫폼 및 백오피스 개발자 (Backend) 모집,"['백엔드', '서버개발블록체인AWSDockerKubernetes 외']",None,서울 서초구,2 ~ 7년 · 정규직,학력무관
/zf_user/jobs/relay/view?view_type=list&rec_idx=46509298,(주)리트빅,None,[리트빅] 부문별 신입/경력 인재 상시채용,"['기술지원데이터분석가데이터엔지니어백엔드', '서버개발보안컨설팅 외']",인기있는,경기 성남시 분당구 외,신입 · 경력 · 정규직,"대학(2,3년)↑"
/zf_user/jobs/relay/view?view_type=list&rec_idx=46615113,엠디하이(주),None,머신러닝(ML) 헬스케어 AI 경력 채용 채용,['머신러닝AI(인공지능)헬스케어KerasPython 외'],None,경기 수원시 영통구,2 ~ 8년 · 정규직,학력무관
/zf_user/jobs/relay/view?view_type=list&rec_idx=46615111,"FORWARDSOFT Co., Ltd.",None,[일본/도쿄] IT엔지니어를 모집합니다.,['데이터엔지니어앱개발웹개발SE(시스템엔지니어)네트워크 외'],None,아시아·중동 일본,경력 1년↑ · 정규직,"대학(2,3년)↑"
/zf_user/jobs/relay/view?view_type=list&rec_idx=46615100,한영회계법인,None,컨설팅부문 IT감사팀 인턴,['IT컨설팅SAP감사회계'],None,서울 영등포구,신입 · 인턴직,대학교(4년)↑
/zf_user/jobs/relay/view?view_type=list&rec_idx=46480359,(주)에이치앤이루자,에이치앤홀딩스그룹,[ H&iruja] 기구설계/생산기술/전장설계/PLC 채용,['C#C++C언어기계조작원제품설계 외'],None,충남 아산시,경력무관 · 정규직,"대학(2,3년)↑"
/zf_user/jobs/relay/view?view_type=list&rec_idx=46615063,(주)에버원소프트,None,[천안] 실험실 관리 시스템 개선 사업 NEXACRO 개발자 모집,"['백엔드', '서버개발웹개발프론트엔드']",None,충남 천안시 서북구,경력 10년↑ · 계약직,학력무관
/zf_user/jobs/relay/view?view_type=list&rec_idx=46313240,(주)아이트로닉스,아이엘사이언스그룹,ITS성능평가팀 팀원 채용,['사무직데이터수집데이터'],None,경기 용인시 기흥구,경력무관 · 계약직,학력무관
/zf_user/jobs/relay/view?view_type=list&rec_idx=46541827,메가존(주),메가존그룹,Low Code Platform 개발자 채용 (계열사 IOI소프트 채용),"['백엔드', '서버개발웹개발프론트엔드APIAngular 외']",None,서울 강남구,경력 3년↑ · 정규직,학력무관
/zf_user/jobs/relay/view?view_type=list&rec_idx=46614998,(주)아프리카티비,None,[아프리카TV] VOD 서비스 이용자 분석 및 서비스 개선,['데이터분석가데이터엔지니어데이터라벨링데이터마이닝데이터시각화 외'],None,경기 성남시 분당구,경력 5년↑ · 정규직,학력무관
/zf_user/jobs/relay/view?view_type=list&rec_idx=46580346,(주)티맥스오피스,티맥스에이앤씨그룹,[TmaxOffice] 기술직군,"['기술지원유지보수QA', '테스터SE(시스템엔지니어)솔루션 외']",None,경기 성남시 분당구,경력무관 · 정규직,대학교(4년)↑
/zf_user/jobs/relay/view?view_type=list&rec_idx=46614909,(주)다온에프에이,None,현장 및 해외출장자 C/S 및 고객사 대응,['기술지원유지보수C++'],None,충남 아산시,경력무관 · 정규직,학력무관
/zf_user/jobs/relay/view?view_type=list&rec_idx=46476345,(주)셀러라이프,None,(주)셀러라이프 경력 개발자 모집,"['백엔드', '서버개발웹개발유지보수Javascript']",None,서울 금천구,경력 1년↑ · 정규직,학력무관
/zf_user/jobs/relay/view?view_type=list&rec_idx=46281513,플러거,None,JAVA 개발자 모집,['Java'],None,서울 강남구,경력무관 · 정규직 외,학력무관
/zf_user/jobs/relay/view?view_type=list&rec_idx=46326472,플러거,None,Vue/ React 경력무관 채용공고,['React'],None,서울 강남구,경력무관 · 정규직 외,학력무관
/zf_user/jobs/relay/view?view_type=list&rec_idx=46610481,(주)우리은행,우리금융그룹,AI사업부 전문직( AI 모델링 자연어처리) 채용공고,['NLP(자연어처리)AI(인공지능)PytorchTensorflow모델링'],None,서울 중구,경력 5년↑ · 정규직 외,학력무관
/zf_user/jobs/relay/view?view_type=list&rec_idx=46614870,(주)데이터메이커,None,[데이터메이커] 해외 프로젝트 매니저(PM) 인재 모집,['데이터라벨링머신러닝DevOpsAI(인공지능)상품기획 외'],None,대전 유성구,경력무관 · 정규직,학력무관
/zf_user/jobs/relay/view?view_type=list&rec_idx=46281496,플러거,None,IOS/AOS 앱 개발자 모집,['iOS'],None,서울 강남구,경력무관 · 정규직 외,학력무관
/zf_user/jobs/relay/view?view_type=list&rec_idx=46572817,플러거,None,[정규직] 개발업무 경력무관 채용,['앱개발웹개발SI개발WebRTC'],IT개발·데이터 지원 급상승,서울 강남구,경력무관 · 정규직,학력무관
/zf_user/jobs/relay/view?view_type=list&rec_idx=46614861,(주)하이텍팜,None,2023년도 (주)하이텍팜 생산지원부(IT 전산 담당자) 채용공고,['기술지원유지보수'],None,충북 충주시,경력무관 · 정규직,"대학(2,3년)↑"
/zf_user/jobs/relay/view?view_type=list&rec_idx=46267739,(주)글로벌머니익스프레스,None,2023년 IT부문 경력자/팀장 채용,"['백엔드', '서버개발정보보안프론트엔드DBAQA', '테스터 외']",None,서울 영등포구,경력 · 정규직,고졸↑
/zf_user/jobs/relay/view?view_type=list&rec_idx=46267794,(주)글로벌머니익스프레스,None,2023년 IT부문 및 일반부문 신입/경력직 채용공고,"['백엔드', '서버개발보안컨설팅앱개발웹개발웹마스터 외']",IT개발·데이터 지원 TOP100,서울 영등포구 외,신입 · 경력 · 정규직,대학교(4년)↑
/zf_user/jobs/relay/view?view_type=list&rec_idx=46614839,(주)샤인소프트,None,동반성장을 함께 할 스마트팩토리 개발자 채용 - 신입,"['백엔드', '서버개발프론트엔드솔루션.NETJava 외']",None,경기 용인시 처인구 외,경력 3년↑ · 정규직 외,"대학(2,3년)↑"
/zf_user/jobs/relay/view?view_type=list&rec_idx=46614816,모벤시스(주),모벤시스그룹,기술지원 엔지니어 정규직 채용(천안),['기술지원C#C++C언어네트워크 외'],None,충남 천안시 서북구,경력무관 · 정규직,"대학(2,3년)↑"
/zf_user/jobs/relay/view?view_type=list&rec_idx=46614792,(주)아이티씨랩,None,2023년 보험사 JAVA 개발 및 운영 인력 구인(유경험자 위주),"['백엔드', '서버개발웹개발프론트엔드JavaJavascript 외']",None,서울 송파구,5 ~ 15년 · 정규직 외,고졸↑
/zf_user/jobs/relay/view?view_type=list&rec_idx=46614788,이노와이어리스,엘아이지그룹,[LIG계열사] 이노와이어리스 방산 기구 설계 개발 경력 모집,['기구설계솔리드웍스AutoCAD기계이동통신 외'],None,경기 성남시 분당구,10 ~ 17년 · 정규직,대학교(4년)↑
/zf_user/jobs/relay/view?view_type=list&rec_idx=46614784,모벤시스(주),모벤시스그룹,기술지원 엔지니어 인턴사원 채용(분당),['기술지원C#C++C언어'],None,경기 성남시 분당구,경력무관 · 인턴직,"대학(2,3년)↑"
/zf_user/jobs/relay/view?view_type=list&rec_idx=46614781,(주)펨트론,덕인그룹,[펨트론] SW그룹 통합솔루션 SPC,['네트워크머신러닝알고리즘영상처리DBMS 외'],None,서울 금천구,신입 · 경력 · 정규직,대학교(4년)↑
/zf_user/jobs/relay/view?view_type=list&rec_idx=46614771,(주)펨트론,덕인그룹,[펨트론] SW그룹 AOI팀,['네트워크머신러닝알고리즘영상처리DBMS 외'],None,서울 금천구,신입 · 경력 · 정규직,대학교(4년)↑
/zf_user/jobs/relay/view?view_type=list&rec_idx=46614759,메디플로우(주),None,[메디헌터] 백엔드 개발자(경력),['앱개발AndroidGitiOSMySQL 외'],None,서울 서초구,경력 5년↑ · 정규직 외,학력무관
/zf_user/jobs/relay/view?view_type=list&rec_idx=46614752,(주)펨트론,덕인그룹,[펨트론] SW그룹 AOI팀(X-Ray SW),"['DBMSS', 'WC#C++MFC 외']",None,서울 금천구,경력 2년↑ · 정규직,대학교(4년)↑
/zf_user/jobs/relay/view?view_type=list&rec_idx=46614751,(주)라온테크,None,[라온테크] 스마트팩토리본부 채용 공고 (비전 부문),['딥러닝신경망영상처리이미지프로세싱컴퓨터비전 외'],None,경기 수원시 권선구,5 ~ 15년 · 정규직,"대학(2,3년)↑"
/zf_user/jobs/relay/view?view_type=list&rec_idx=46614742,(주)펨트론,덕인그룹,[펨트론] SW그룹 3DAI 3D,['네트워크머신러닝알고리즘영상처리DBMS 외'],None,서울 금천구,신입 · 경력 · 정규직,대학교(4년)↑
/zf_user/jobs/relay/view?view_type=list&rec_idx=46614740,메디플로우(주),None,[메디헌터] React-Native 프론트엔드 개발자(경력),['앱개발프론트엔드AndroidCSSDocker 외'],None,서울 서초구,경력 5년↑ · 정규직 외,학력무관
/zf_user/jobs/relay/view?view_type=list&rec_idx=46609316,신한투자증권(주),신한금융지주회사그룹,2023년 하반기 신입사원 채용,"['백엔드', '서버개발정보보안프론트엔드DBAICT컨설팅 외']",None,서울 영등포구,신입 · 정규직,대학교(4년)↑
/zf_user/jobs/relay/view?view_type=list&rec_idx=46614684,(주)펨트론,덕인그룹,[펨트론] SW그룹 반도체SPI,['네트워크머신러닝알고리즘영상처리DBMS 외'],None,서울 금천구,신입 · 경력 · 정규직,대학교(4년)↑
/zf_user/jobs/relay/view?view_type=list&rec_idx=46609133,엔에이치투자증권(주),농협그룹,2024~2025년 해외대 신입사원 채용,"['인프라경영지원솔루션기술영업UI', 'UX디자인사업기획 외']",None,서울 영등포구,신입 · 인턴직,대학교(4년)↑
/zf_user/jobs/relay/view?view_type=list&rec_idx=46614681,이노와이어리스,엘아이지그룹,이노와이어리스 융합솔루션 시스템엔지니어(SE) 모집,['네트워크정보통신솔루션R통신기술 외'],None,경기 성남시 분당구,신입 · 정규직,"대학(2,3년)↑"
/zf_user/jobs/relay/view?view_type=list&rec_idx=46614680,(주)펨트론,덕인그룹,[펨트론] SW그룹 반도체검사,['네트워크머신러닝알고리즘영상처리DBMS 외'],None,서울 금천구,신입 · 경력 · 정규직,대학교(4년)↑
/zf_user/jobs/relay/view?view_type=list&rec_idx=46607088,(주)게임덱스,None,[게임덱스] 필리핀지사 GDEX 게임 운영 한국인 매니저 모집,['GM(게임운영)'],None,아시아·중동 필리핀,신입 · 경력 · 정규직,학력무관
/zf_user/jobs/relay/view?view_type=list&rec_idx=46614671,반다이남코코리아(주),None,개발팀 경력직(10년 이상) 채용,['웹개발유지보수JavaKafkaSpring 외'],None,서울 중구,10 ~ 15년 · 정규직,대학교(4년)↑
/zf_user/jobs/relay/view?view_type=list&rec_idx=46614670,(주)펨트론,덕인그룹,[펨트론] SW그룹 반도체운영,['네트워크머신러닝알고리즘영상처리DBMS 외'],None,서울 금천구,신입 · 경력 · 정규직,대학교(4년)↑
/zf_user/jobs/relay/view?view_type=list&rec_idx=46614665,(주)스푼라디오,None,스푼라디오 백엔드 엔지니어 채용,"['백엔드', '서버개발AWSJavaKotlinPython 외']",None,서울 강남구,3 ~ 6년 · 정규직,"대학(2,3년)↑"
/zf_user/jobs/relay/view?view_type=list&rec_idx=46614637,(주)퍼플아카데미,None,영상 제작 및 편집자 채용(유튜브/강의영상/모션그래픽),['영상처리영상디자이너뉴미디어영상자막영상제작 외'],디자인 스크랩 급상승,서울 양천구,신입 · 경력 · 정규직 외,"대학(2,3년)↑"
/zf_user/jobs/relay/view?view_type=list&rec_idx=46614631,(주)나인와트,None,(R&D)도시/건물 에너지 연구개발(전문연구요원가능),['데이터분석가머신러닝모델링솔루션Python 외'],None,서울 마포구,경력무관 · 정규직 외,대학교(4년)↑
/zf_user/jobs/relay/view?view_type=list&rec_idx=46614593,티에스씨인포(주),None,시스템 엔지니어 경력자  모집,"['SE(시스템엔지니어)H', 'WWindowsLinux']",None,대구 동구,경력 3년↑ · 정규직,"대학(2,3년)↑"
/zf_user/jobs/relay/view?view_type=list&rec_idx=46614587,(주)게임듀오,None,서버 프로그래머 (신입) 모집,"['백엔드', '서버개발Node.jsTypeScript']",None,경기 성남시 수정구,신입 · 정규직,학력무관
/zf_user/jobs/relay/view?view_type=list&rec_idx=46587555,코스맥스비티아이(주),코스맥스비티아이그룹,2023년 하반기 코스맥스그룹 신입사원 모집,['웹개발IT컨설팅데이터마이닝딥러닝머신러닝 외'],None,경기 화성시,신입 · 정규직,대학교(4년)↑
/zf_user/jobs/relay/view?view_type=list&rec_idx=46614552,(주)아이티윈스,None,보안솔루션 엔지니어 모십니다,['보안컨설팅정보보안네트워크방화벽유지보수 외'],None,서울 금천구,경력무관 · 정규직,"대학(2,3년)↑"
/zf_user/jobs/relay/view?view_type=list&rec_idx=46614542,(주)씨에스컴,None,SK텔레콤 휴대폰 개통직원 채용,['정보통신단순안내'],None,인천 남동구,경력무관 · 정규직,학력무관
/zf_user/jobs/relay/view?view_type=list&rec_idx=46614520,(주)코디얼,None,코디얼 2023년 하반기 신입/경력 채용공고,['웹개발풀스택솔루션RDBMSCSS 외'],None,서울 강서구,신입 · 경력 · 정규직,학력무관
/zf_user/jobs/relay/view?view_type=list&rec_idx=46614487,트리노드 주식회사,스탠드컴퍼니그룹,[부산/경력 무관] QA팀 - 테스트 아르바이트 모집,"['QA', '테스터']",None,부산 해운대구,경력무관 · 아르바이트,학력무관
/zf_user/jobs/relay/view?view_type=list&rec_idx=46614483,(주)유호스트,None,[LG U+] NW(네트워크) 보안 강화 SI프로젝트 담당 채용,"['데이터엔지니어백엔드', '서버개발유지보수SE(시스템엔지니어)SI개발 외']",None,서울 마포구 외,경력무관 · 계약직 외,고졸↑
/zf_user/jobs/relay/view?view_type=list&rec_idx=46614467,엘씨테크(주),None,정규직 경력 웹 개발자 채용,"['백엔드', '서버개발웹개발프론트엔드JSPOracleDB 외']",None,서울 강서구,3 ~ 10년 · 정규직,학력무관
/zf_user/jobs/relay/view?view_type=list&rec_idx=46614460,(주)유호스트,None,[정규직/주5일/서버 관리] 서버 어드민 채용 (토스페이먼츠),"['기술지원데이터엔지니어백엔드', '서버개발유지보수정보보안 외']",None,경기 안양시 만안구,경력무관 · 정규직,고졸↑
/zf_user/jobs/relay/view?view_type=list&rec_idx=46614445,지역난방안전(주),한국지역난방공사그룹,(지역난방안전) 열수송직 감시시스템 5급(신입) 채용,['정보통신기계기사전기설비토목공사유지보수'],None,경기 용인시 수지구,신입 · 정규직,고졸↑
/zf_user/jobs/relay/view?view_type=list&rec_idx=46614431,씨앤토트㈜,None,".Net, C#, Java, React  경력 개발자 모집 (UI 개발 경력 우대)","['기술지원백엔드', '서버개발앱개발웹개발프론트엔드 외']",IT개발·데이터 지원 급상승,서울 서초구,1 ~ 3년 · 정규직,학력무관
/zf_user/jobs/relay/view?view_type=list&rec_idx=46614404,(주)유호스트,None,"[월 15일 근무/정규직] LG U+ 관제, 모니터링 (입사 선물)",['기술지원데이터엔지니어SE(시스템엔지니어)네트워크솔루션 외'],None,경기 안양시 동안구 외,신입 · 경력 · 정규직,고졸↑
/zf_user/jobs/relay/view?view_type=list&rec_idx=46614398,(주)벤디스,None,DevOps 담당자 (5년 이상),['인프라솔루션클라우드DevOpsAWS 외'],None,서울 강남구,경력 5년↑ · 정규직,대학교(4년)↑
/zf_user/jobs/relay/view?view_type=list&rec_idx=46614378,유정시스템(주),None,[IT/신입] 이동통신 품질 테스트 채용,"['QA', '테스터']",None,서울 중구,경력무관 · 정규직,고졸↑
/zf_user/jobs/relay/view?view_type=list&rec_idx=46614376,(주)유호스트,None,[정규직/주5일/서버 관리] LG U+ 서버 어드민 채용,"['기술지원데이터엔지니어백엔드', '서버개발유지보수정보보안 외']",None,서울 마포구 외,경력무관 · 정규직,고졸↑
/zf_user/jobs/relay/view?view_type=list&rec_idx=46614356,(주)미래아이앤텍,None,전산담당자 및 개발 인원 채용 (MES),['기술지원유지보수정보보안SE(시스템엔지니어)RPA 외'],None,경기 화성시,신입 · 경력 · 정규직,"대학(2,3년)↑"
/zf_user/jobs/relay/view?view_type=list&rec_idx=46523898,(주)헬리녹스,None,[헬리녹스]시스템 운영 담당자 채용,['SAPAPIC#C++HTML 외'],None,서울 강남구,경력 3년↑ · 정규직,학력무관
/zf_user/jobs/relay/view?view_type=list&rec_idx=46561171,에스씨301의원,None,[SC301의원 삼성동/코엑스]성형외과웹개발자(경력/Fronted)채용,"['백엔드', '서버개발앱개발웹개발프론트엔드SI개발 외']",None,서울 강남구 외,경력 2년↑ · 정규직,학력무관
/zf_user/jobs/relay/view?view_type=list&rec_idx=46614304,(주)아이에스에프넷코리아,None,[여의도/서울] PC IT 헬프데스크 엔지니어 채용,"['유지보수H', 'WWindowsS', 'Whelpdesk']",None,서울 영등포구,경력무관 · 정규직,고졸↑
/zf_user/jobs/relay/view?view_type=list&rec_idx=46529260,듀폰코리아(주),None,DuPont- IT Service Delivery(천안근무),['보안컨설팅정보보안IT컨설팅'],None,충남 천안시 서북구,경력 8년↑ · 정규직,대학교(4년)↑
/zf_user/jobs/relay/view?view_type=list&rec_idx=46614210,(주)태영아이씨티,None,[태영아이씨티]패키지 관리 사무 직원 채용,['기술지원'],None,울산 중구,경력무관 · 정규직,학력무관
/zf_user/jobs/relay/view?view_type=list&rec_idx=46612848,현대자동차(주),현대자동차그룹,[선행기술원] 차량용 반도체_HW 개발 (NPU),"['모델링H', 'WS', 'W아키텍쳐']",None,경기 성남시 분당구,경력 8년↑,박사
/zf_user/jobs/relay/view?view_type=list&rec_idx=46614181,한영시스텍(주),None,한영시스텍(주) 통합운영 상황실 교대근무자 모집(잠실),"['백엔드', '서버개발유지보수QA', '테스터SE(시스템엔지니어)네트워크 외']",None,서울 송파구,신입 · 정규직,"대학(2,3년)↑"
/zf_user/jobs/relay/view?view_type=list&rec_idx=46614175,(주)에스지아이시스템,None,"[계약직/프리랜서] 웹프로그래머(Java, Nexacro) 개발자 모집","['유지보수SI개발S', 'WCentOSJava 외']",None,서울 금천구,경력 5년↑ · 계약직 외,"대학(2,3년)↑"
/zf_user/jobs/relay/view?view_type=list&rec_idx=46614171,(주)마케팅몬스터,None,(주)마케팅몬스터 백엔드/서버개발자 경력직 채용 공고,"['웹개발IT컨설팅ICT컨설팅백엔드', '서버개발DevOps 외']",None,부산 해운대구,경력 1년↑ · 정규직,학력무관
/zf_user/jobs/relay/view?view_type=list&rec_idx=46614172,(주)지안,None,서귀포시지역(초보가능) KT SKYLIFE 설치&AS기사 모집,['네트워크정보통신케이블설치통신공사'],None,제주 제주시,경력무관 · 정규직,학력무관
/zf_user/jobs/relay/view?view_type=list&rec_idx=46612811,현대자동차(주),현대자동차그룹,[선행기술원] 차량용 반도체_HW 개발 (SoC),"['아키텍쳐구조해석', '설계회로설계반도체']",None,경기 성남시 분당구,경력 8년↑,박사
/zf_user/jobs/relay/view?view_type=list&rec_idx=46614170,주식회사에이비엠랩(ABMLabCorp.),None,2023 에이비엠랩(ABMLab) 개발자 정규직 채용,"['백엔드', '서버개발앱개발웹개발유지보수빅데이터 외']",None,서울 강남구,경력 1년↑ · 정규직,대학교(4년)↑
/zf_user/jobs/relay/view?view_type=list&rec_idx=46436408,(주)티맥스티베로,티맥스에이앤씨그룹,[TmaxTibero] 기술직군(기술지원 엔지니어/QA) 채용,"['웹마스터DBAQA', '테스터데이터마이닝Windows 외']",None,경기 성남시 분당구,경력무관 · 정규직,대학교(4년)↑
/zf_user/jobs/relay/view?view_type=list&rec_idx=46614158,(주)오픈메이트,None,[오픈메이트] 빅데이터 분야 SI/SM 사업 PM 인재 모집,"['데이터분석가백엔드', '서버개발웹개발IT컨설팅SI개발 외']",None,서울 서대문구,신입 · 경력 · 정규직,"대학(2,3년)↑"
/zf_user/jobs/relay/view?view_type=list&rec_idx=46614157,(주)아이디에스앤트러스트,대웅그룹,소프트웨어 R&D 개발자,"['솔루션IoTS', 'WAI(인공지능)CSS 외']",None,서울 강남구,5 ~ 10년 · 정규직,학력무관
/zf_user/jobs/relay/view?view_type=list&rec_idx=46614150,(주)지씨,None,"㈜지씨-정보통신 유무선 구축, 유지보수, 네트워크 (신입)채용",['유지보수네트워크정보통신'],None,부산 연제구,경력무관 · 정규직,"대학(2,3년)↑"
/zf_user/jobs/relay/view?view_type=list&rec_idx=46611959,현대자동차(주),현대자동차그룹,[선행기술원] 차량용 반도체_IP 개발 (HW),"['아키텍쳐인터페이스구조해석', '설계시스템설계회로설계 외']",None,경기 성남시 분당구,경력 8년↑,박사
/zf_user/jobs/relay/view?view_type=list&rec_idx=46614131,주식회사 앱솔루션,None,백엔드/서버개발자 경력직 채용 공고,"['백엔드', '서버개발AngularJavascriptVue.js']",None,부산 해운대구,신입 · 경력 · 정규직,학력무관
/zf_user/jobs/relay/view?view_type=list&rec_idx=46582647,(주)아스크스토리디에스,None,개발자(프론트엔드/백엔드) 모집,"['백엔드', '서버개발프론트엔드APIAWSLinux 외']",None,서울 서초구,경력 3년↑ · 정규직,대학교(4년)↑
/zf_user/jobs/relay/view?view_type=list&rec_idx=46614125,주식회사 앱솔루션,None,앱솔루션에서 신나게 앱을 제작하실 Flutter 개발자 모집합니다.,['앱개발Flutter'],None,부산 해운대구,경력무관 · 정규직,학력무관
